ProtID,Tminus30,T0,T15,T30,T45,T60,T90,T150,T210,T330
Q06752,0.39,0.38,0.24,0.23,0.28,0.28,0.31,0.34,0.42,1.32
O31806,0.39,0.40,0.20,0.20,0.18,0.22,0.17,0.17,0.20,0.41
O05521,0.39,0.42,0.27,0.32,0.23,0.02,0.32,,0.32,
Q45498,0.39,0.41,0.28,0.24,0.24,0.29,0.27,0.33,0.40,0.84
P39839,0.39,0.19,0.08,,,10.40,,,,1.72
P37565,0.38,0.57,0.33,0.31,0.31,0.40,0.35,0.42,0.41,1.11
P37472,0.38,0.52,0.33,0.33,0.35,0.39,0.57,0.49,0.50,1.11
P25144,0.38,0.44,0.32,0.27,0.25,0.33,0.34,0.35,0.34,0.96
P37940,0.38,2.16,0.22,0.22,0.22,0.36,0.23,0.32,0.46,1.02
P06533,0.37,0.33,0.18,0.26,0.26,0.35,0.49,0.50,0.66,
P54375,0.37,0.40,0.22,0.22,0.21,0.25,0.33,0.27,0.26,0.42
P35159,0.37,,0.24,0.19,0.23,25.04,0.55,0.24,0.27,0.56
P37474,0.37,0.39,0.21,0.23,0.21,0.11,0.23,0.25,0.14,1.05
P80885,0.37,0.44,0.26,0.22,0.23,0.28,0.33,0.31,0.37,0.99
P39142,0.37,0.40,0.19,0.22,0.20,0.27,0.30,0.26,0.28,0.74
P38032,0.37,0.01,0.01,0.01,0.03,0.05,0.09,0.07,0.15,1.78
O34925,0.36,0.45,0.25,0.20,0.21,0.33,0.32,0.32,0.35,1.20
P55179,0.36,0.75,0.33,0.31,0.29,0.35,0.51,0.35,0.37,0.65
O34934,0.36,0.39,0.21,0.24,0.27,0.31,0.29,0.32,0.42,0.49
P54518,0.36,0.40,0.20,0.21,0.18,0.23,0.36,0.25,0.28,0.72
P30949,0.36,0.20,0.19,0.18,0.18,0.24,0.24,0.32,0.45,1.02
P96611,0.36,0.29,0.18,0.20,0.22,0.22,0.19,0.15,0.19,0.24
P54475,0.35,0.38,0.22,0.19,0.24,0.33,0.38,0.41,0.46,1.01
P94463,0.35,0.70,0.27,0.23,0.21,0.31,0.48,0.36,0.50,0.87
Q796Y8,0.35,0.39,0.20,0.21,0.23,0.28,0.31,0.28,0.29,0.76
P49778,0.35,0.04,0.00,0.07,0.08,0.16,0.26,0.08,0.20,0.84
O34824,0.35,0.38,0.18,0.18,0.18,0.23,0.31,0.23,0.28,0.78
O07608,0.35,0.52,0.25,0.25,0.20,0.31,0.34,0.37,0.38,0.92
P37465,0.35,0.35,0.23,0.21,0.20,0.23,0.27,0.29,0.33,1.00
O31771,0.35,0.51,0.28,0.26,0.30,0.31,0.36,0.36,0.49,1.41
P35137,0.35,0.36,0.27,0.22,0.22,0.25,0.34,0.20,0.23,0.62
O31628,0.35,0.78,0.46,1.00,0.13,0.93,,0.36,,0.70
P37942,0.34,0.36,0.26,0.23,0.25,0.32,0.31,0.31,0.35,1.07
O35041,0.34,0.22,0.14,0.11,0.09,,0.13,,,
O34817,0.34,,,,,,,,,
O31503,0.34,,,0.30,0.12,0.53,0.26,0.17,0.23,
O07001,0.34,0.46,0.36,0.27,,0.54,0.22,,,
O34594,0.34,0.34,0.28,0.24,0.34,0.26,0.20,0.39,,
P50849,0.34,0.37,0.23,0.22,0.22,0.26,0.29,0.30,0.36,0.90
P46336,0.34,0.30,0.19,0.20,0.16,0.21,0.24,0.23,0.25,0.61
O34805,0.34,0.30,0.20,0.09,0.14,1.46,0.15,0.30,0.46,1.47
P37545,0.34,0.47,0.19,,0.36,0.24,0.28,0.35,0.63,
P96613,0.34,0.37,0.17,0.19,0.16,0.25,0.26,0.22,0.33,0.28
P32959,0.33,0.27,0.13,0.11,0.10,0.19,0.10,0.08,0.10,
P46922,0.33,0.33,0.21,0.23,0.17,0.26,0.28,0.30,0.32,1.05
P70998,0.33,0.39,0.18,0.18,0.19,0.19,0.25,0.23,0.38,1.06
P38424,0.33,0.38,0.20,0.22,0.21,0.25,0.29,0.29,0.33,
P06224,0.33,0.36,0.31,0.22,0.20,0.26,0.28,0.24,0.29,0.89
O32210,0.33,0.36,0.18,0.19,0.17,0.21,0.25,0.19,0.19,0.34
O34527,0.33,0.35,0.22,0.20,0.16,0.25,0.28,0.25,0.24,0.63
P42182,0.33,0.29,0.22,0.26,0.21,0.26,0.37,0.33,0.30,0.56
P54178,0.33,0.33,0.19,0.25,0.18,0.25,0.29,0.49,0.80,
P96741,0.33,0.42,0.18,0.21,0.20,0.18,0.26,0.23,0.23,0.84
P12464,0.33,0.27,0.21,0.22,0.20,0.25,0.38,0.30,0.41,0.94
O31754,0.33,0.34,0.17,0.17,0.17,0.23,0.21,0.31,0.31,0.77
O32091,0.33,0.11,0.10,0.16,0.27,0.22,0.16,0.19,0.37,1.58
P37876,0.32,0.46,0.28,0.24,3.27,0.29,0.29,0.26,0.30,1.50
O34946,0.32,0.24,0.15,0.23,0.08,0.26,0.24,0.29,,
P38049,0.32,0.90,0.38,0.41,0.37,0.20,0.61,0.41,0.36,0.38
O32078,0.32,0.28,0.23,0.20,0.19,0.21,0.27,0.19,0.17,0.97
O34507,0.32,0.21,0.22,0.16,0.20,0.14,0.23,0.23,0.31,0.73
O31858,0.31,,0.27,0.22,,0.19,,0.29,0.55,2.37
P39593,0.31,0.36,0.17,0.17,0.22,0.20,0.33,0.35,0.39,0.63
P28822,0.31,0.06,0.11,0.08,0.09,0.15,0.21,0.11,0.23,1.36
O32125,0.31,0.42,0.20,0.21,0.22,0.27,0.31,0.26,0.28,1.40
Q45480,0.31,0.46,0.23,0.14,0.21,0.22,0.24,0.23,0.25,0.95
O34553,0.31,0.33,0.12,0.12,0.16,0.32,0.16,0.19,0.43,0.88
P37538,0.31,0.52,0.27,0.37,0.45,0.30,0.34,0.51,0.63,0.77
P42974,0.30,0.27,0.21,0.17,0.18,0.20,0.26,0.28,0.44,1.17
P46921,0.30,0.33,0.24,0.17,0.14,0.35,0.33,0.32,0.32,2.02
O34496,0.30,0.31,0.16,0.14,0.26,0.17,0.28,,0.43,0.75
P0CI74,0.30,0.28,0.18,0.21,0.23,0.25,0.30,0.29,0.38,0.99
P08164,0.30,0.42,0.17,0.15,0.16,0.16,0.26,0.22,0.26,0.51
P45864,0.30,,90.80,,,,,,,
P19465,0.30,0.36,0.24,0.20,0.23,0.29,0.34,0.37,0.46,0.93
P37476,0.30,0.35,0.24,0.20,0.22,0.25,0.29,0.29,0.35,0.86
P37522,0.30,0.20,0.14,0.16,0.18,0.19,0.29,0.63,0.39,1.10
O34557,0.30,0.25,0.46,,0.43,,0.28,0.30,0.38,2.04
P23966,0.30,0.33,0.20,0.19,0.19,0.21,0.25,0.25,0.32,0.87
P37941,0.29,0.33,0.53,0.75,0.20,0.24,0.28,0.26,0.31,0.94
P54533,0.29,0.69,0.35,0.08,0.23,0.21,0.22,0.10,0.14,0.52
P94464,0.29,0.27,0.14,0.12,0.18,0.14,0.11,0.23,0.23,0.84
P46920,0.29,0.24,0.14,0.18,0.20,0.22,0.22,0.27,0.29,0.87
P54519,0.29,0.17,0.11,0.08,0.12,0.12,0.14,0.15,0.19,0.65
P54542,0.29,0.53,0.26,0.29,0.26,0.32,0.50,0.33,0.38,0.76
Q7WY61,0.29,0.38,0.14,,0.61,0.41,0.81,0.57,0.69,1.75
P46906,0.29,0.34,0.19,0.18,0.17,0.22,0.24,0.24,0.28,0.65
O07581,0.29,0.29,0.10,0.19,0.20,0.26,0.21,0.44,0.31,1.32
P94428,0.29,0.33,0.20,0.22,0.20,0.23,0.29,0.38,0.40,0.67
O34666,0.29,0.03,0.09,0.21,0.13,1.83,0.24,0.11,0.13,0.68
P80864,0.28,0.32,0.18,0.15,0.15,0.19,0.24,0.20,0.22,0.53
P54547,0.28,0.28,0.18,0.15,0.17,0.21,0.22,0.23,0.27,0.76
P42412,0.28,0.30,0.13,0.12,6.77,0.18,0.17,2.10,0.18,
P24327,0.28,0.40,0.19,0.20,0.22,0.24,0.29,0.31,0.36,1.00
P37556,0.28,0.27,0.14,0.16,0.15,0.20,0.19,0.19,0.27,0.94
P37877,0.28,0.35,0.19,0.18,0.18,0.21,0.25,0.26,0.32,1.18
P96723,0.28,0.09,0.07,0.07,0.10,0.10,0.10,0.08,,
O34617,0.28,,0.10,0.15,0.14,0.21,0.19,0.16,,0.98
O34454,0.28,0.30,0.17,0.17,0.17,0.20,0.23,0.27,0.37,1.01
P22250,0.28,0.29,0.14,0.15,0.15,0.18,0.22,0.25,0.34,0.96
O34443,0.28,0.26,0.14,0.15,0.14,0.22,0.24,0.24,0.27,0.63
O32052,0.28,0.20,0.13,0.33,0.14,0.16,0.90,0.18,0.26,0.77
O32201,0.28,0.21,0.29,0.20,0.29,0.64,0.82,5.02,1.06,6.16
Q59192,0.28,0.34,0.23,0.14,0.18,0.15,0.17,0.18,0.15,0.48
Q06795,0.28,0.32,0.24,0.17,0.17,0.20,0.26,0.23,0.25,1.07
P39773,0.27,0.35,0.17,0.15,0.15,0.19,0.24,0.20,0.22,0.52
P80240,0.27,0.30,0.30,0.18,0.17,0.21,0.45,0.26,0.29,0.72
O34743,0.27,0.23,0.17,0.17,0.17,0.19,0.21,0.17,0.15,0.24
P08821,0.27,0.31,0.19,0.18,0.19,0.23,0.25,0.28,0.33,0.89
P27643,0.27,,,,,,,,,
P23445,0.27,0.00,,,0.00,0.00,0.01,0.02,0.02,
Q06753,0.27,0.29,0.16,0.12,0.22,1.63,0.24,0.74,0.36,1.01
P24139,0.27,0.16,0.16,0.16,0.24,0.21,0.34,0.45,0.55,2.41
P36430,0.27,0.24,0.15,0.15,0.14,0.16,0.19,0.22,0.28,0.91
Q45066,0.27,0.29,0.18,0.17,0.18,0.34,0.26,0.15,0.17,1.39
P37464,0.27,0.32,0.18,0.16,0.16,0.19,0.23,0.23,0.26,0.83
O06986,0.27,0.27,0.13,0.15,0.14,0.16,0.19,0.20,0.20,0.65
P42242,0.26,,,0.22,,0.21,0.22,,,
P45872,0.26,0.22,0.14,0.15,0.17,0.19,0.26,0.25,0.31,0.92
P37542,0.26,,0.13,,,0.24,,0.22,,
P54592,0.26,0.00,0.01,0.00,0.01,0.00,0.01,0.03,0.08,0.61
O32221,0.26,0.32,0.26,0.24,0.14,0.15,0.16,0.14,0.12,0.15
O34966,0.26,0.17,0.13,0.11,0.08,0.13,0.11,0.13,0.09,0.16
P54472,0.26,0.32,0.19,0.17,0.17,0.22,0.28,0.37,0.47,1.11
P51835,0.26,0.26,0.15,0.08,0.16,0.19,0.19,0.25,0.35,1.12
O06965,0.26,,0.11,0.15,0.15,0.23,0.29,0.25,0.27,1.76
P40779,0.26,0.26,0.16,0.18,0.16,0.24,0.25,0.37,0.45,0.99
P70996,0.26,0.14,0.10,0.09,0.09,0.12,0.15,0.17,0.22,0.55
P80239,0.26,0.31,0.19,0.14,0.16,0.18,0.27,0.26,0.45,1.13
O34305,0.26,0.22,0.16,0.18,0.13,0.20,0.32,0.30,0.30,0.83
P54456,0.25,0.38,,0.18,,0.28,,43.85,,
P54461,0.25,0.19,0.13,0.15,0.08,0.12,0.16,0.15,0.16,
P37869,0.25,0.26,0.18,0.16,0.18,0.21,0.28,0.23,0.29,0.75
O31718,0.25,0.26,0.19,0.15,0.16,0.20,0.26,0.24,0.28,1.08
P30950,0.25,0.28,0.16,0.17,0.15,0.23,0.26,0.31,0.41,1.13
P32727,0.25,0.26,0.17,0.16,0.15,0.19,0.22,0.21,0.27,0.85
P05653,0.25,0.27,0.25,0.14,0.16,0.18,0.18,0.19,0.27,0.88
O32163,0.25,0.28,0.11,0.09,0.09,0.09,0.16,0.15,0.27,1.02
P50740,0.25,,,,0.00,,0.22,,,
P40737,0.25,0.24,0.16,0.14,0.13,0.15,0.12,0.17,0.22,0.70
O07603,0.24,0.28,0.14,0.16,0.18,0.17,0.21,0.20,0.21,0.37
P39131,0.24,0.19,0.11,0.02,0.12,0.25,0.31,0.30,0.37,0.87
P50736,0.24,0.32,0.39,0.21,0.27,0.27,1.47,0.32,0.50,0.98
O34944,0.24,0.48,0.28,0.13,0.22,0.29,0.41,0.29,0.34,0.55
P94558,0.24,0.56,0.53,0.37,0.26,0.32,0.47,0.42,0.42,0.97
P96672,0.24,0.26,0.10,0.15,0.16,0.20,0.19,4.86,0.63,0.60
P42981,0.24,0.42,0.08,0.07,,0.11,,0.14,,
Q05873,0.24,0.23,0.12,0.11,0.15,0.20,0.28,0.27,0.30,0.89
O31749,0.24,0.28,0.19,0.10,0.14,0.18,0.20,0.19,0.25,1.03
O32174,0.24,0.29,0.23,0.17,0.16,0.15,0.29,0.18,0.23,0.69
O34779,0.24,0.48,0.07,0.23,0.22,0.19,0.16,1.00,0.19,0.75
P39121,0.24,0.30,0.10,0.11,0.14,0.16,0.20,0.17,0.18,0.39
O32114,0.24,0.07,0.07,0.19,,0.11,,0.29,0.29,0.50
P37484,0.24,,0.15,,,,0.22,30.12,0.36,
P46919,0.24,0.25,0.13,0.14,0.13,0.16,0.19,0.19,0.23,0.76
P46344,0.23,0.90,0.12,0.13,0.18,0.20,0.21,0.26,0.21,
O31755,0.23,0.24,0.14,0.15,0.15,0.17,0.23,0.22,0.28,0.91
P28367,0.23,0.14,0.13,0.12,0.14,0.16,0.23,0.22,0.26,0.83
P26901,0.23,0.21,0.11,0.12,0.10,0.13,0.16,0.30,0.48,1.00
P37557,0.23,0.23,0.14,0.30,0.07,0.15,0.17,0.17,0.21,0.72
P34956,0.23,0.19,0.14,0.14,0.15,0.15,0.20,0.21,0.30,1.04
O34962,0.23,0.27,0.14,0.14,0.16,0.17,0.22,0.23,0.28,0.80
Q45069,0.23,0.24,0.76,,,,,,,
P37871,0.23,0.23,0.15,0.14,0.15,0.17,0.19,0.20,0.26,0.86
P13243,0.23,0.27,0.13,0.13,0.14,0.17,0.22,0.22,0.25,0.75
O34436,0.23,0.33,0.11,0.17,0.19,0.16,0.16,0.23,,
O34693,0.22,0.21,0.10,0.11,0.14,0.17,0.27,0.28,0.33,
P20429,0.22,0.23,0.15,0.14,0.16,0.18,0.14,0.22,0.29,0.90
P39778,0.22,0.23,0.19,0.15,0.16,0.20,0.23,0.24,0.32,0.77
P11998,0.22,0.28,0.16,0.17,0.22,0.28,0.35,0.33,0.47,1.28
O31629,0.22,0.26,0.17,0.11,0.14,0.19,0.19,0.20,0.23,0.43
P07868,0.22,,,,,,0.02,,0.17,
P33166,0.22,0.23,0.14,0.13,0.14,0.16,0.18,0.18,0.25,0.73
P55342,0.22,0.21,0.13,0.10,0.13,0.12,0.14,0.15,0.19,0.79
P17889,0.22,0.25,0.14,0.14,0.16,0.18,0.19,0.19,0.25,0.80
P18579,0.22,0.34,0.15,0.15,0.15,0.17,0.17,0.19,0.29,1.06
P54467,0.22,0.20,0.11,0.03,0.05,0.08,,0.16,0.17,0.26
P42954,0.22,0.22,0.15,0.17,0.17,0.18,0.15,0.25,0.38,0.87
P54495,0.22,0.28,0.07,0.13,0.36,0.09,0.24,0.32,0.49,0.56
P96612,0.22,0.24,0.13,0.14,0.14,0.18,0.20,0.23,0.27,0.85
O34450,0.22,0.13,0.15,0.11,0.16,0.19,0.20,0.29,0.37,0.43
P54569,0.21,0.29,0.18,0.11,0.19,0.19,0.24,0.26,4.15,0.51
P37870,0.21,0.25,0.15,0.14,0.15,0.17,0.19,0.20,0.27,0.89
O31753,0.21,0.43,0.12,0.11,0.12,0.16,0.20,0.15,0.21,0.82
O34943,0.21,0.27,0.55,0.16,0.17,0.20,0.27,0.25,0.28,0.98
P96503,0.21,0.13,0.08,0.08,0.08,0.09,0.11,0.10,0.10,0.60
O34660,0.21,0.23,0.09,0.10,0.13,0.14,0.16,0.19,0.23,0.11
O34924,0.21,0.28,0.16,0.12,0.16,0.19,0.22,0.25,0.34,0.99
O31717,0.21,0.16,0.05,0.11,0.07,0.21,0.20,0.31,0.34,1.32
O34863,0.21,0.21,0.13,0.15,0.20,0.21,0.26,0.26,0.34,54.18
P37807,0.21,0.10,0.03,0.10,0.05,0.11,0.08,0.07,0.13,0.73
O06491,0.21,0.21,0.11,0.11,0.12,0.14,0.16,0.17,0.21,0.65
Q794W0,0.21,,0.22,0.09,,,0.08,0.21,,0.55
P24136,0.21,0.22,0.14,0.11,0.19,0.25,0.19,0.36,0.41,1.11
Q03222,0.21,0.20,0.11,0.12,0.04,0.13,0.14,0.14,0.15,0.75
O32218,0.21,0.16,0.12,0.13,0.16,0.16,0.18,0.24,0.30,0.90
P24137,0.21,0.21,0.15,0.12,0.20,0.24,0.34,0.40,0.48,1.25
P50840,0.21,0.23,0.15,0.12,0.15,0.18,0.20,0.24,0.25,30.58
P13242,0.21,0.20,0.10,0.10,0.11,0.14,0.13,0.17,0.23,1.01
P37466,0.21,,,0.04,0.00,0.01,0.01,0.51,0.05,0.17
O34592,0.21,,0.13,0.16,5.22,9.48,0.40,0.28,0.24,0.32
P54465,0.21,0.20,0.16,0.14,0.15,0.20,0.09,0.15,0.08,0.35
O05241,0.21,,,,,,,17.40,3.17,
Q797E6,0.21,0.23,,0.09,0.09,0.09,,0.12,,
P50866,0.21,0.21,0.12,0.11,0.12,0.13,0.11,0.17,0.21,0.78
O31775,0.21,0.20,0.14,0.10,0.13,0.20,0.12,0.17,0.18,0.98
O31682,0.21,,,,,0.06,,,,
P54380,0.21,0.19,0.10,0.10,0.09,0.15,0.21,0.27,0.36,0.87
P39586,0.21,0.09,0.07,0.07,0.04,0.12,0.36,0.23,0.40,5.35
P34957,0.20,0.23,0.13,0.12,0.13,0.16,0.17,0.21,0.25,0.97
P71037,0.20,2.42,0.33,0.09,0.08,0.12,0.11,0.11,0.13,0.27
Q08352,0.20,0.19,0.36,0.35,3.96,8.26,17.63,27.65,50.53,101.82
P94584,0.20,0.22,0.10,0.11,0.14,0.15,0.16,0.25,0.31,1.33
P24138,0.20,,0.18,0.22,0.27,0.24,0.04,0.40,0.54,1.21
P05652,0.20,0.24,0.12,0.13,0.15,0.17,0.20,0.19,0.33,0.99
P54464,0.20,0.37,0.16,0.24,0.34,0.41,0.62,0.42,0.50,1.46
O34628,0.20,0.20,0.14,0.12,0.13,0.15,0.18,0.17,0.18,0.32
O05509,0.20,,0.10,,,0.85,0.20,0.53,0.27,
P14802,0.20,0.25,0.22,0.13,0.15,0.16,0.20,0.14,0.17,0.81
P08877,0.20,0.22,0.11,0.12,0.11,0.14,0.12,0.07,0.06,0.18
O06492,0.20,0.24,0.18,0.13,0.15,0.14,0.35,,0.36,0.94
P80871,0.20,0.21,0.17,0.15,0.15,0.17,0.23,0.23,0.20,0.46
P96608,0.20,0.16,0.02,0.07,0.09,,0.11,0.16,0.28,1.01
Q02169,0.20,0.23,0.11,0.24,,0.10,0.16,0.34,0.09,0.58
Q45589,0.20,0.32,,0.14,,0.24,0.27,0.32,0.29,0.83
P40924,0.20,0.21,0.12,0.11,0.13,0.15,0.17,0.16,0.21,0.60
O06746,0.20,0.21,0.12,0.10,0.15,0.17,0.17,0.18,0.24,0.75
P94551,0.20,0.24,0.04,0.07,0.19,0.09,0.42,0.09,0.25,0.24
P80860,0.20,0.22,0.14,0.11,0.12,0.14,0.17,0.16,0.19,0.60
P37104,0.20,0.20,0.11,0.12,0.14,0.16,0.24,0.24,0.33,0.73
P80643,0.20,0.24,0.14,0.12,0.10,0.13,0.16,0.11,0.15,0.64
P39772,0.20,0.20,0.13,0.13,0.14,0.18,0.18,0.20,0.25,0.85
P21882,0.19,0.21,0.13,0.12,0.13,0.15,0.20,0.17,0.27,1.51
P19669,0.19,0.21,0.11,0.12,0.13,0.16,0.17,0.19,0.20,0.57
P38493,0.19,0.12,0.09,0.10,0.10,0.13,0.17,0.15,0.20,0.53
O32229,0.19,0.14,0.19,0.78,0.87,0.18,1.81,1.62,0.53,0.93
O34751,0.19,0.19,0.09,0.10,0.10,0.14,0.16,0.17,0.22,0.74
O30509,0.19,0.19,0.12,0.10,0.12,0.13,0.18,0.18,0.22,0.68
P37105,0.19,0.06,0.06,0.06,0.06,0.04,0.08,0.08,0.17,0.66
P37478,0.19,0.26,0.12,0.10,0.09,0.19,0.23,0.26,0.32,1.02
P39071,0.19,0.08,0.05,0.10,0.07,0.06,0.07,0.06,0.09,0.70
O31509,0.19,0.11,0.04,0.10,0.10,0.14,0.14,0.19,0.19,0.96
P27876,0.19,0.34,0.18,0.15,0.15,0.20,0.31,0.24,0.25,0.49
O34424,0.19,0.21,0.09,0.09,0.10,0.10,0.12,0.17,0.11,
P54512,0.19,0.17,0.15,0.11,0.17,0.19,0.20,0.24,0.08,1.01
P26906,0.19,0.11,0.09,0.09,0.08,0.11,0.12,0.13,0.14,0.28
P18159,0.19,0.18,0.08,0.09,0.09,0.11,0.13,0.14,0.19,0.58
O34318,0.19,0.18,0.09,0.12,0.09,0.11,0.19,0.19,0.26,0.91
O32118,0.19,,,,,0.15,0.11,,,
O34525,0.19,0.18,0.17,0.11,0.11,0.12,0.13,0.13,0.13,0.31
P37547,0.19,,,,,,,,0.00,
P50848,0.19,0.21,0.10,0.09,0.09,0.12,0.16,0.15,0.19,0.38
O07542,0.19,0.19,0.14,0.12,0.13,0.14,0.16,0.14,0.20,0.74
P42084,0.19,11.29,,0.70,8.08,5.95,8.12,10.48,0.00,
P17820,0.18,0.19,0.12,0.12,0.12,0.15,0.18,0.19,0.27,0.79
P39815,0.18,0.18,0.11,0.14,0.13,0.15,0.26,0.21,0.30,
O07516,0.18,0.22,0.14,0.15,0.14,0.18,0.19,0.32,0.39,0.77
P38494,0.18,0.20,0.13,0.12,0.12,0.14,0.16,0.18,0.24,0.82
P21881,0.18,0.19,0.12,0.12,0.12,0.13,0.15,0.16,0.26,1.44
Q04796,0.18,0.18,0.10,0.09,0.10,0.14,0.21,0.24,0.29,0.79
P45694,0.18,0.20,0.13,0.11,0.11,0.14,0.16,0.17,0.22,0.70
O31689,0.18,0.21,0.10,0.12,0.11,0.15,0.18,0.20,0.22,0.57
O34334,0.18,0.19,0.10,0.09,0.10,0.12,0.12,0.12,0.14,0.32
P15874,0.18,0.18,0.12,0.12,0.13,0.15,0.16,0.16,0.19,0.71
O34529,0.18,0.15,0.12,0.09,0.09,0.12,0.12,0.14,0.18,0.84
P24281,0.18,0.21,0.14,0.14,0.15,0.17,0.20,0.21,0.28,0.81
P09124,0.18,0.18,0.11,0.11,0.10,0.14,0.18,0.18,0.22,0.65
P54466,0.18,0.18,0.13,0.12,0.14,0.14,0.14,0.15,0.15,0.25
P45708,0.18,0.16,0.08,0.08,0.10,0.16,0.14,0.07,0.19,0.34
P19670,0.18,0.20,0.11,0.09,0.09,0.10,0.13,0.12,0.16,0.63
P39574,0.18,0.11,0.21,0.07,0.04,0.11,0.07,0.09,0.13,0.37
P71018,0.18,0.18,0.13,0.11,0.13,0.14,0.15,0.15,0.21,0.79
O34760,0.18,,,,,,0.07,0.18,0.20,1.12
O34441,0.18,0.17,0.12,0.13,0.09,,0.15,0.19,0.35,
P54182,0.17,0.16,0.10,0.21,0.09,0.12,0.16,0.18,0.20,0.54
P29727,0.17,0.19,0.11,0.11,0.12,0.16,0.20,0.24,0.29,0.93
P68731,0.17,0.11,,,0.02,0.03,0.02,,,0.04
P39793,0.17,0.17,0.10,0.10,0.14,0.18,0.24,0.30,0.43,1.17
P42953,0.17,0.22,0.11,0.11,0.13,0.13,0.19,0.18,0.27,0.76
P17620,0.17,0.20,0.09,0.08,0.16,0.18,0.29,0.19,0.23,0.88
Q04385,0.17,0.07,0.04,0.06,0.07,0.05,0.14,0.11,0.15,
P71070,0.17,0.02,0.04,0.04,0.09,0.05,0.05,0.03,0.04,
P80868,0.17,0.18,0.11,0.10,0.11,0.13,0.16,0.16,0.21,0.85
O31726,0.17,0.17,0.99,0.08,0.07,0.12,0.24,0.51,0.78,2.04
P37477,0.17,0.19,0.12,0.12,0.13,0.16,0.23,0.23,0.30,1.15
P35163,0.17,0.19,0.12,0.10,0.10,0.14,0.14,0.15,0.17,0.60
P54608,0.17,0.97,0.40,0.56,0.37,0.65,0.73,0.89,0.94,1.89
O32187,0.17,0.21,0.08,0.06,0.07,0.11,,0.01,0.69,0.23
P80700,0.17,0.19,0.12,0.11,0.11,0.12,0.13,0.15,0.20,0.70
P54572,0.17,0.16,0.09,0.11,0.06,0.28,0.50,0.64,1.28,6.27
Q9JMQ2,0.17,0.09,0.07,0.08,0.07,0.11,0.12,0.10,0.20,0.45
P39814,0.17,0.19,0.14,0.13,0.19,0.16,0.18,0.18,0.19,0.67
P18255,0.17,0.17,0.10,0.10,0.10,0.13,0.16,0.18,0.25,0.92
P21883,0.17,0.18,0.11,0.10,0.12,0.14,0.16,0.19,0.32,1.63
P70962,0.17,0.03,0.01,0.02,0.03,0.15,0.06,0.05,0.07,0.21
P81101,0.17,0.20,0.11,0.10,0.11,0.13,0.20,0.12,0.16,0.55
O06973,0.17,0.30,0.22,0.23,0.15,0.18,0.25,0.24,0.24,0.83
O32033,0.17,0.25,0.08,,0.01,0.14,,,,0.24
P54534,0.17,0.15,0.07,0.08,0.09,0.11,0.15,0.15,0.16,0.70
O07573,0.17,0.00,,0.06,6.74,0.21,0.10,0.14,0.14,0.04
P54179,0.17,,,0.04,,,,0.24,0.21,1.86
O34526,0.17,0.21,0.11,0.09,0.10,0.12,0.14,0.14,0.18,0.75
O32047,0.17,0.18,0.09,0.10,0.11,0.13,0.14,0.17,0.19,0.68
O32222,0.17,0.18,0.10,0.09,0.11,0.17,,0.24,,
Q01625,0.16,0.16,0.09,0.08,0.09,0.12,0.14,0.18,0.20,1.12
O32113,0.16,0.15,0.11,0.08,0.15,0.16,0.15,0.17,0.20,0.41
O34827,0.16,0.16,0.10,0.13,0.07,0.12,0.14,0.16,0.25,0.74
P54574,0.16,0.26,0.09,0.09,0.08,0.19,0.22,0.32,0.39,
O34659,0.16,0.30,0.15,0.12,0.24,0.25,0.29,0.31,0.41,0.74
O32264,0.16,0.32,0.09,0.09,0.09,0.12,0.14,0.15,0.19,0.53
Q08429,0.16,0.20,0.04,,0.05,0.10,0.12,0.06,0.15,0.46
O34357,0.16,0.27,0.15,0.14,0.09,0.15,0.10,0.13,0.13,0.33
O34600,0.16,0.14,0.09,0.09,0.09,0.11,0.16,0.21,0.24,0.65
O32039,0.16,0.16,0.09,0.10,0.09,0.12,0.48,0.12,0.16,0.48
P94431,0.16,0.21,0.26,0.20,0.17,0.30,0.19,0.25,0.23,0.83
O54408,0.16,0.16,0.08,0.09,0.11,0.16,0.22,0.26,0.35,0.98
P81102,0.16,0.17,0.07,0.07,0.07,0.08,0.20,0.14,0.15,0.35
P45941,0.16,0.17,0.09,0.10,0.11,0.13,0.14,0.15,0.16,0.39
P20458,0.16,0.17,0.12,0.09,0.06,0.08,0.07,0.15,0.19,0.78
P21879,0.16,0.17,0.11,0.12,0.18,0.25,0.39,0.52,0.72,1.75
P39149,0.16,0.16,0.11,0.09,0.10,0.14,0.17,0.19,0.27,0.81
P19994,0.16,0.09,0.04,0.06,0.07,0.09,0.07,0.10,0.17,0.94
O32086,0.16,0.06,0.08,0.05,0.04,0.07,0.10,0.11,0.15,
P54555,0.16,,0.09,0.08,0.05,0.10,0.12,0.12,,
P12011,0.16,0.15,0.15,0.08,0.11,0.22,0.40,0.14,0.18,0.94
P54169,0.16,0.18,0.11,0.10,0.11,0.15,0.18,0.19,0.26,0.70
P37967,0.16,0.31,0.20,0.15,0.14,0.21,0.17,0.17,0.15,0.18
O32208,0.16,0.13,0.01,0.02,0.03,0.07,0.17,0.25,0.42,
P40778,0.16,0.15,0.09,0.09,0.09,0.12,0.13,0.15,0.20,0.85
O34340,0.15,0.17,0.10,0.09,0.09,0.11,0.13,0.13,0.14,0.54
P70994,0.15,0.14,0.07,0.29,0.33,0.22,,,0.55,1.44
