ProtID,Tminus30,T0,T15,T30,T45,T60,T90,T150,T210,T330
P39578,0.06,0.05,0.01,0.03,0.03,0.06,0.07,0.07,0.08,0.55
P53001,0.06,0.09,0.03,0.04,0.04,0.05,0.06,0.07,0.12,0.71
P54482,0.06,0.08,0.13,0.05,0.06,0.08,0.06,0.10,0.16,0.76
P16524,0.06,0.07,0.04,0.04,0.05,0.07,0.10,0.14,0.13,0.71
P54162,0.06,,,,,,0.01,,,
P50619,0.06,0.07,0.04,0.02,0.01,,0.06,0.09,0.17,
O34344,0.06,,0.05,0.05,0.04,0.68,0.06,0.06,0.14,0.74
O07523,0.06,0.14,0.05,0.06,0.02,0.04,0.04,0.05,0.05,0.20
O31638,0.05,0.02,0.03,0.03,0.01,0.01,0.02,0.03,,
O34563,0.05,10.91,,26.95,61.65,,0.00,0.46,,
O31500,0.05,0.05,0.02,0.04,0.06,0.07,0.09,0.19,0.09,0.64
P50829,0.05,0.05,0.05,0.05,0.07,0.10,0.25,0.17,0.17,1.16
O32044,0.05,,0.01,,0.04,0.01,0.04,0.03,0.10,0.73
P17894,0.05,0.06,0.05,0.08,0.05,0.21,0.11,0.07,0.20,0.92
O05269,0.05,0.06,0.17,0.29,0.51,0.65,1.21,0.92,0.95,2.34
O34358,0.05,0.03,0.18,0.01,0.08,0.24,0.03,0.08,0.15,8.83
O34866,0.05,0.06,0.04,0.07,0.11,0.05,0.05,0.06,0.08,0.98
P23452,0.05,0.01,0.00,0.01,0.01,0.01,0.01,0.02,0.05,
P94360,0.05,,0.07,0.05,0.14,0.10,0.11,2.58,2.88,0.83
P11065,0.05,0.01,0.01,0.02,0.04,0.04,0.04,0.06,0.13,0.64
O34762,0.05,0.06,0.03,0.03,0.02,0.04,0.04,0.04,0.17,
P54521,0.05,0.06,0.04,0.02,0.03,0.05,0.00,0.09,0.24,1.08
O32294,0.05,,0.02,0.01,0.04,0.03,0.04,0.04,0.09,
O31571,0.05,0.06,0.02,0.04,0.03,0.06,0.12,0.13,0.24,1.01
C0SP89,0.05,0.04,0.00,0.00,0.00,0.01,0.24,0.04,0.03,0.29
P70976,0.05,,33310000000000.00,0.04,0.19,,,,,
O31576,0.05,0.03,0.03,0.04,0.04,0.04,0.03,0.06,0.10,1.92
O05236,0.05,0.05,0.01,0.04,0.02,0.04,0.07,0.15,0.28,1.21
O32245,0.05,0.08,0.06,0.06,,0.03,,0.13,0.13,1.45
C0H405,0.05,,,,0.02,0.08,,,0.06,
O34442,0.05,0.09,0.06,0.06,0.10,0.11,0.18,0.25,0.34,1.18
P39148,0.05,0.05,0.04,0.04,0.06,0.07,0.11,0.11,0.18,0.90
O31619,0.05,0.01,0.01,0.00,0.00,0.00,0.01,0.03,0.09,0.77
P06574,0.05,0.01,0.02,0.01,0.02,0.03,0.04,0.08,0.29,1.70
O31856,0.05,,0.00,0.03,0.02,0.04,0.06,0.07,0.19,0.49
P13799,0.05,0.22,0.05,0.03,0.03,0.04,0.06,0.08,0.15,0.59
P39751,0.05,0.04,0.03,0.03,0.03,0.05,0.04,0.05,0.10,0.66
O34651,0.05,0.07,0.03,0.02,0.04,0.09,0.18,0.18,0.26,1.04
P13714,0.05,0.03,0.04,0.01,0.03,0.01,0.03,0.02,0.02,0.04
O35022,0.05,0.05,0.03,0.02,0.03,0.04,0.06,0.05,0.04,0.15
O34683,0.05,0.05,0.03,0.05,0.05,0.10,0.17,0.20,0.34,0.99
O32129,0.05,0.03,0.01,0.01,0.01,0.04,0.04,0.05,0.12,1.03
O34912,0.05,0.05,0.04,0.04,0.04,0.10,0.21,0.21,0.34,1.02
Q04795,0.05,0.05,0.03,0.03,0.04,0.06,0.09,0.12,0.20,0.99
Q795M6,0.05,0.08,0.05,0.05,0.04,0.06,0.10,0.12,0.16,0.80
O31664,0.05,0.02,0.02,0.02,0.03,0.05,0.05,0.10,0.18,0.76
O31745,0.05,0.01,0.00,0.01,0.00,0.01,0.02,0.01,32.94,40.23
O34948,0.05,0.06,0.03,0.03,0.03,0.04,0.04,0.05,0.06,0.32
O31935,0.05,0.05,0.03,0.02,0.03,,0.04,0.03,0.04,0.24
P36838,0.05,0.01,0.01,0.01,0.01,0.00,0.02,0.26,0.51,1.41
P39807,0.05,0.01,,0.06,0.19,0.03,,0.02,0.03,0.42
O32167,0.05,0.04,0.03,0.03,0.04,0.06,0.10,0.31,0.53,1.61
O34894,0.05,0.08,0.03,0.03,0.03,0.04,0.06,0.07,0.12,0.59
O34768,0.04,0.01,0.03,0.00,0.02,0.01,0.02,0.03,0.06,0.37
P54552,0.04,0.13,0.02,0.46,0.05,0.15,89.42,0.15,0.34,
A3F3G2,0.04,0.02,0.03,0.03,0.03,0.05,0.07,0.08,0.14,0.90
P80862,0.04,0.16,0.08,0.03,0.04,0.49,0.14,0.14,0.19,0.57
Q9KWU4,0.04,0.05,0.03,0.03,0.04,0.06,0.11,0.17,0.25,0.48
O07081,0.04,0.06,0.02,0.02,0.03,0.07,0.05,0.07,0.07,1.12
O05251,0.04,0.37,,0.31,,0.36,,,,
O31838,0.04,,0.04,0.03,0.46,0.08,,0.10,,
P54945,0.04,,,,,,0.19,0.00,0.05,
O34669,0.04,,,,,,,,22.84,29.25
P53554,0.04,0.06,0.00,0.00,0.00,0.01,0.02,0.02,0.04,0.81
P54952,0.04,0.03,0.04,0.02,0.03,0.00,0.08,0.22,0.47,2.55
O31784,0.04,0.01,0.02,,0.00,0.05,0.03,0.00,0.02,
Q45068,0.04,0.03,0.04,0.05,0.15,0.26,0.38,0.49,0.72,2.64
P39771,0.04,0.05,0.02,0.03,0.02,0.03,0.05,0.06,0.09,0.53
P26497,0.04,0.04,0.03,0.03,0.04,0.06,0.07,0.09,0.16,0.69
P46327,0.04,0.01,0.01,0.00,0.01,0.01,0.01,0.01,0.03,0.02
C0SP82,0.04,0.02,0.01,0.01,0.01,0.03,0.05,0.04,0.07,0.66
O35025,0.04,0.04,0.02,0.01,0.02,0.02,0.03,0.03,0.04,0.29
O31639,0.04,0.13,0.14,0.05,0.01,0.07,0.07,0.05,0.06,0.08
P96622,0.04,,0.45,0.45,0.26,,,0.41,0.40,1.61
O06967,0.04,0.02,0.03,0.03,0.02,0.02,0.05,0.06,0.07,0.38
P51834,0.04,0.05,0.02,0.02,0.01,0.03,0.03,0.04,0.10,0.93
P39766,0.04,0.05,0.03,0.18,,0.18,,,1.02,2.00
O34896,0.04,,,,,,,,,
O07576,0.04,0.03,0.02,0.03,0.06,0.09,0.13,0.22,0.40,0.84
P54941,0.04,0.04,0.03,0.03,0.03,0.03,0.05,0.06,0.12,0.99
P39216,0.04,0.00,0.00,0.01,0.00,0.01,0.02,0.02,0.02,0.07
P45914,0.04,0.03,0.02,0.19,0.02,0.04,0.02,0.02,0.02,0.09
P96590,0.04,,,,,,,,,
O32243,0.04,0.11,0.04,0.03,0.03,0.05,0.05,0.07,0.39,0.68
O34635,0.04,46.09,0.06,0.01,,1.58,0.11,0.08,,0.05
P20691,0.04,0.03,0.01,0.02,0.02,0.04,0.07,0.07,0.15,0.69
P42086,0.04,0.01,0.00,0.04,0.08,0.05,0.15,0.02,0.07,0.87
P54425,0.04,,0.00,,0.07,0.06,0.28,0.51,0.72,1.77
P13267,0.04,0.01,0.02,0.02,0.05,0.08,0.10,0.12,0.17,0.68
O34459,0.03,0.03,0.08,0.02,0.03,0.08,0.10,0.14,0.32,0.98
P54950,0.03,0.02,0.05,0.02,0.04,0.06,0.04,0.47,0.41,2.75
O31457,0.03,0.06,0.06,0.07,0.13,0.18,0.23,0.20,0.20,0.81
O31779,0.03,0.10,0.04,,,0.04,,0.59,,
P39820,0.03,0.08,0.01,0.04,0.01,0.05,0.08,0.09,0.13,0.88
P37494,0.03,0.04,0.02,0.02,0.02,0.03,0.02,0.03,0.03,0.24
A3F3H0,0.03,0.03,0.02,0.03,0.06,0.13,0.27,0.32,0.50,1.28
A3F3H2,0.03,0.04,0.02,0.02,0.04,0.07,0.16,0.18,0.30,0.99
P28820,0.03,0.08,0.02,0.02,0.10,0.17,0.35,0.36,0.52,1.35
O31724,0.03,0.04,0.02,0.02,0.04,0.04,0.06,0.10,0.20,0.99
P55908,0.03,0.05,0.14,0.10,0.23,0.06,0.09,0.05,0.51,0.57
P12425,0.03,0.04,0.03,0.03,0.06,0.10,0.13,0.20,0.33,1.03
P42061,0.03,0.05,0.00,0.00,,,0.00,,,
Q45598,0.03,0.05,0.02,0.02,0.03,0.03,0.04,0.04,0.05,0.38
P29252,0.03,,0.08,0.08,0.10,0.20,0.17,0.25,0.31,0.36
P19582,0.03,0.04,0.02,0.02,0.04,0.06,0.09,0.16,0.30,0.53
O34911,0.03,0.09,0.06,0.04,0.02,0.06,0.08,0.10,0.43,1.78
P49849,0.03,0.05,0.04,12.36,0.02,0.06,0.24,0.07,,0.83
P50620,0.03,0.03,0.02,0.02,0.04,0.05,0.08,0.12,0.23,0.98
P12047,0.03,0.03,0.03,0.03,0.07,0.10,0.19,0.16,0.22,1.17
O34782,0.03,0.48,0.17,0.34,0.33,0.32,0.50,0.42,0.48,0.65
P26904,0.03,,,0.06,,,0.08,0.05,,
P40396,0.03,0.01,0.03,0.01,0.01,0.02,0.02,0.01,0.01,
O34641,0.03,,,0.05,0.09,,0.08,0.09,,0.71
O32034,0.03,0.03,0.02,0.02,0.02,0.04,0.04,0.05,0.11,0.47
P23129,0.03,0.03,0.02,0.01,0.01,0.01,0.02,0.02,0.03,0.24
P25983,0.03,0.00,0.01,0.05,0.17,0.17,0.16,0.20,0.88,1.78
P13800,0.03,0.02,0.01,0.01,0.02,0.02,0.05,0.05,0.09,0.63
P94363,0.03,,,,,,,,,
P96667,0.03,0.02,0.01,0.01,0.00,0.01,0.01,0.01,0.02,0.07
C0SPA7,0.03,0.01,0.01,0.01,0.00,0.00,0.01,0.02,0.04,2.43
O34809,0.03,0.03,0.02,0.02,0.02,0.03,0.18,0.07,0.19,0.43
P33189,0.03,0.02,0.01,0.03,0.03,0.04,0.06,0.07,0.05,0.16
P37524,0.03,0.02,0.01,0.01,0.04,0.07,0.06,0.10,0.20,0.80
P25812,0.03,0.03,0.03,0.03,0.07,0.12,0.19,0.18,0.26,0.93
P94474,0.03,0.01,0.01,0.01,0.05,0.07,0.10,0.09,0.07,0.66
Q797B3,0.03,0.02,0.00,0.07,,0.01,0.02,0.30,0.24,6.77
O34565,0.03,0.03,0.01,0.02,0.04,0.05,0.13,0.14,0.23,0.89
Q05470,0.03,0.58,0.06,0.01,0.02,0.02,0.02,0.05,0.01,0.07
P68573,0.03,,0.28,,,0.37,0.27,,,
O07615,0.03,0.04,0.12,0.00,0.10,0.47,0.28,0.61,0.20,0.99
P80875,0.03,0.02,0.01,0.02,0.02,0.04,0.05,0.06,0.09,0.29
P39062,0.03,0.11,0.03,0.04,0.06,0.05,0.08,0.07,0.08,0.17
P28611,0.03,0.04,0.04,0.05,0.04,0.01,0.01,0.02,0.00,0.38
P39597,0.03,0.02,0.01,0.01,1.39,0.05,,0.18,,1.86
P51785,0.03,0.04,0.02,0.02,0.04,0.08,0.14,0.20,0.27,0.92
O07636,0.03,0.03,0.02,0.07,0.04,0.04,0.04,0.04,0.08,0.36
O31463,0.03,0.11,0.03,0.05,0.01,0.05,0.07,0.06,0.13,0.90
P35136,0.03,0.03,0.02,0.02,0.03,0.05,0.10,0.15,0.23,0.91
O34542,0.03,0.03,0.01,0.01,0.01,0.27,0.02,0.03,,0.23
P39810,0.03,0.00,0.06,0.00,0.01,0.03,0.00,0.01,0.06,0.41
A3F3H1,0.03,0.05,0.02,0.02,0.04,0.09,0.19,0.25,0.36,0.98
Q45462,0.03,0.01,0.01,0.02,0.18,,0.04,0.04,0.05,
P14951,0.03,0.01,0.08,0.06,,0.42,,,0.54,0.68
O34738,0.03,0.01,0.05,0.00,11.32,0.01,0.04,0.07,0.25,2.53
P54565,0.03,0.06,6.18,42.92,413.70,0.10,0.09,0.09,,1.04
O31661,0.03,0.00,0.01,0.01,0.01,0.00,0.01,0.06,0.00,0.15
A3F3G7,0.03,0.01,0.00,0.01,0.01,0.05,0.14,0.12,0.22,0.99
P46918,0.03,0.02,0.02,0.01,0.01,0.02,0.03,0.03,0.05,0.40
O32168,0.03,0.03,0.21,,,0.07,,0.28,0.38,2.04
P37954,0.03,3.55,0.32,0.46,0.11,0.23,0.10,0.54,,0.06
O32169,0.03,0.03,0.02,0.02,0.03,0.05,0.08,0.29,0.47,1.45
P94589,0.03,,0.01,1.28,,,0.02,,0.07,
O07585,0.03,0.02,0.02,0.03,0.04,0.05,0.06,0.10,0.14,0.74
P40806,0.03,0.02,0.00,0.00,0.00,0.01,0.01,0.02,0.00,0.06
P53555,0.02,0.03,0.01,0.01,0.01,0.02,0.03,0.04,0.06,0.46
P54617,0.02,0.02,0.01,0.01,0.01,0.01,0.02,0.02,0.02,0.02
O07600,0.02,0.03,0.02,0.01,0.01,0.02,0.02,0.02,0.03,0.29
P94420,0.02,0.02,0.01,0.01,0.03,0.05,0.06,0.05,0.19,
Q07836,0.02,0.03,0.02,0.02,0.11,0.06,0.06,0.03,0.04,0.30
Q03224,0.02,0.02,0.05,0.02,0.04,0.03,0.05,0.05,0.13,0.14
P17904,0.02,0.02,0.01,0.01,0.01,0.04,0.10,0.15,0.50,1.52
P39639,0.02,0.01,0.01,0.02,0.01,0.01,0.03,0.04,0.04,0.32
P39739,0.02,0.00,0.00,0.00,0.02,0.00,0.01,0.01,0.27,
O31710,0.02,0.03,0.01,0.02,0.02,0.02,0.02,0.02,0.02,0.07
P24502,0.02,0.07,0.00,,,,,0.00,,
O05252,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.02,0.02,0.06
A3F3G8,0.02,0.01,0.01,0.01,0.04,0.06,0.14,0.09,0.23,0.96
O07567,0.02,0.04,0.00,0.00,1.64,0.00,0.01,0.01,,
O34727,0.02,0.01,0.01,0.00,0.02,0.07,0.14,0.14,0.29,1.03
O31911,0.02,0.02,,,,0.18,1983.00,,,
A3F3G3,0.02,0.02,0.02,0.01,0.03,0.07,0.15,0.19,0.33,1.37
P50863,0.02,0.03,0.02,0.02,0.02,0.03,0.03,0.04,0.07,0.48
P24072,0.02,0.02,0.01,0.01,0.01,0.01,0.02,0.01,0.03,0.17
P96688,0.02,0.01,0.03,0.00,0.01,0.03,0.04,0.04,0.06,
O32000,0.02,,0.29,,,,,,,
P49814,0.02,0.02,0.01,0.01,0.01,0.02,0.04,0.04,0.07,0.44
P94421,0.02,0.02,0.01,0.01,0.01,0.02,0.04,0.06,0.13,0.86
P08065,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.04,0.30
P37519,0.02,0.02,0.01,,0.02,0.00,0.00,0.02,0.02,0.05
O34469,0.02,0.03,0.01,0.01,0.01,0.02,0.12,0.01,0.02,0.81
P54983,0.02,0.02,0.01,0.01,0.04,0.06,0.13,0.24,0.41,0.59
Q45600,0.02,0.01,0.01,0.01,0.01,0.02,0.02,0.03,0.04,0.36
P24501,0.02,,0.00,0.00,0.01,,,,,
P54955,0.02,0.04,0.02,0.02,0.05,0.05,0.09,0.34,0.27,2.09
P06628,0.02,0.05,0.02,0.01,0.02,0.02,0.02,0.03,0.05,0.22
P35536,0.02,,,,,,,,,
A3F3H3,0.02,,0.05,0.03,0.02,0.05,0.11,0.69,0.22,1.58
P54390,0.02,0.01,0.01,0.00,0.01,0.02,0.02,0.04,0.09,0.40
O32102,0.02,0.01,0.01,0.01,0.07,0.01,0.02,0.02,0.02,
P39120,0.02,0.02,0.01,0.01,0.02,0.02,0.03,0.04,0.06,0.21
O31728,0.02,0.03,0.01,0.02,0.02,0.06,0.07,0.08,0.11,0.81
P71021,0.02,0.02,0.02,0.02,0.03,0.04,0.07,0.09,0.15,0.79
O32153,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.05,0.03,0.14
Q02114,0.02,0.00,0.01,0.00,0.00,0.01,0.01,0.01,0.02,0.25
Q5BU39,0.02,0.04,0.05,,,,,,,
P68729,0.02,0.01,0.02,0.01,0.01,0.01,0.02,0.26,0.51,1.38
P42113,0.02,0.02,0.00,0.01,0.01,0.01,0.01,0.01,0.01,0.01
P50621,0.02,0.02,0.02,0.02,0.02,0.06,0.08,0.17,0.25,
P35166,0.02,,0.01,0.00,0.13,0.10,,0.38,0.61,
O07619,0.02,0.04,0.01,0.00,0.03,0.06,0.03,0.08,0.10,
P46325,0.02,0.02,0.01,0.02,0.01,0.01,0.01,0.01,0.00,0.02
O06478,0.02,0.02,0.01,0.01,0.01,0.01,0.02,0.01,0.02,0.17
O34632,0.02,0.03,0.06,0.02,0.06,0.05,0.05,0.20,0.27,1.22
P71002,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.17
O34680,0.02,,0.02,0.04,0.10,0.08,0.10,,,
O34384,0.02,0.03,0.01,0.01,0.02,0.02,0.02,0.04,0.07,0.36
O07598,0.02,0.03,0.04,0.04,0.06,0.09,0.11,,0.35,1.43
P54447,0.02,0.02,0.00,,,,0.01,0.01,0.03,
P08874,0.02,0.01,0.06,0.08,0.28,0.44,0.74,0.96,1.45,2.49
P39847,0.02,0.01,0.00,0.01,0.00,0.00,0.01,0.01,0.01,0.06
O31723,0.02,0.02,0.01,0.01,0.01,0.03,0.02,0.04,0.09,0.53
P37958,0.02,0.05,0.04,0.10,0.17,0.15,0.14,0.18,0.18,0.77
P39595,0.02,0.01,0.01,0.03,0.02,0.02,0.03,0.11,0.16,1.13
P42240,0.02,,,,,,,,,
P70965,0.02,0.03,0.01,0.02,0.04,0.05,0.08,0.09,0.19,0.99
P54173,0.02,0.01,,0.05,0.04,0.08,0.13,0.09,0.28,0.89
P25972,0.02,0.02,0.02,0.05,0.11,0.14,0.15,0.30,0.77,1.79
O05257,0.02,,,,,,,,,
P16971,0.02,0.02,0.02,0.02,0.04,0.08,0.10,0.12,0.19,0.63
P54455,0.02,,,,,,,,,
O32082,0.02,0.01,0.00,0.00,0.00,,,0.00,0.01,
P49850,0.02,0.02,0.05,0.01,0.01,0.02,0.03,0.10,0.22,
P12048,0.02,0.02,0.01,0.02,0.08,0.12,0.21,0.19,0.27,1.19
F2ZA66,0.02,0.04,,,,,,,,
P46324,0.02,0.02,0.02,0.02,0.06,0.01,0.02,0.01,0.02,0.09
P25955,0.02,0.01,0.02,0.03,0.01,0.01,0.00,0.00,0.01,
O34703,0.02,0.01,0.01,0.01,0.01,0.01,0.03,0.02,0.01,0.16
P68571,0.02,0.01,,0.02,0.00,0.01,0.00,0.00,,
P04948,0.02,0.03,0.01,0.01,0.01,0.05,0.11,0.14,0.34,0.58
P17731,0.02,0.02,,,,,,,,2.25
P39581,0.02,0.02,0.01,0.01,0.01,0.01,0.02,0.02,0.06,0.65
P25995,0.01,0.01,0.02,0.05,0.11,0.12,0.14,0.25,0.66,1.30
P24073,0.01,0.00,0.01,0.00,0.01,0.01,0.01,0.02,0.04,0.30
P45743,0.01,0.01,0.01,0.00,0.01,0.01,0.01,0.01,0.03,0.66
P16263,0.01,0.02,0.01,0.01,0.01,0.01,0.01,0.02,0.03,0.24
O32023,0.01,0.09,0.03,0.02,0.03,0.08,0.07,0.18,0.18,0.92
P40409,0.01,0.01,0.00,0.00,0.01,0.01,0.02,0.02,0.09,0.73
O34520,0.01,0.02,0.02,0.02,0.02,0.06,0.15,0.16,0.26,0.91
P24011,0.01,0.03,0.08,0.08,0.04,0.04,0.07,0.05,0.00,0.10
C0H3Y9,0.01,0.01,0.00,0.01,0.01,0.01,0.01,,,0.07
P53559,0.01,0.04,0.01,0.01,0.02,0.02,0.04,0.03,0.05,0.91
A3F3G9,0.01,0.02,0.00,0.02,0.02,0.04,0.14,0.10,0.15,0.97
P25996,0.01,0.00,0.01,0.18,0.15,0.23,0.15,0.26,0.67,1.24
O34992,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.05,0.59
P08066,0.01,0.04,0.02,0.01,0.02,0.01,0.02,0.02,0.03,0.28
O32156,0.01,0.02,0.01,0.04,0.33,0.77,2.42,0.06,14.11,0.06
Q45460,0.01,0.01,0.02,0.01,0.01,0.03,0.01,0.02,0.04,0.39
P80886,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.03,0.26
P12045,0.01,0.01,0.02,0.03,0.11,0.16,0.23,0.23,0.32,1.40
P75030,0.01,,0.04,0.00,0.07,,0.18,0.21,0.29,0.71
P23479,0.01,0.01,0.00,0.00,0.02,0.06,0.06,0.09,0.09,0.45
O31847,0.01,0.02,0.01,0.02,0.03,,0.05,0.06,0.07,
P28368,0.01,0.02,0.01,0.01,0.01,0.01,0.02,0.06,0.18,0.62
O34930,0.01,0.01,0.01,0.01,0.03,0.01,0.02,0.02,0.01,0.16
O32214,0.01,0.02,0.01,0.01,0.02,0.02,0.03,0.06,0.12,0.66
O31782,0.01,0.01,0.02,,,0.04,0.05,0.08,0.03,1.05
O31452,0.01,,0.00,0.01,,,0.01,0.01,0.05,
O31827,0.01,0.01,0.00,0.01,0.01,0.01,0.01,0.01,0.01,0.10
P40871,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.94
P25971,0.01,0.02,0.02,0.05,0.16,0.18,0.20,0.33,0.85,1.90
C0SP85,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.05,0.68
O31818,0.01,0.18,0.09,0.10,0.09,0.13,0.12,0.10,0.14,0.62
O31709,0.01,0.03,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.09
P54420,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.03,0.09,0.86
O31502,0.01,0.01,0.74,0.15,0.03,0.32,0.13,0.40,,2.86
P80241,0.01,0.01,0.01,0.01,0.01,0.06,0.05,0.60,0.84,1.74
P20668,0.01,0.02,0.05,0.05,0.08,0.13,0.13,0.12,0.09,
P16655,0.01,0.03,0.01,0.01,0.06,0.05,0.16,0.10,,
P94356,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.17
P35165,0.01,0.00,0.02,0.01,0.01,0.10,0.14,0.04,0.15,
O31567,0.01,0.01,0.00,0.01,0.01,0.01,0.03,0.06,0.15,1.10
P40872,0.01,0.02,0.03,0.02,0.00,0.02,0.03,0.03,0.03,
P94517,0.01,0.68,0.06,0.02,0.00,0.00,0.11,0.02,0.05,0.12
O32239,0.01,0.02,0.03,0.00,0.00,0.01,0.02,0.01,0.03,0.21
O31665,0.01,0.01,0.01,0.01,0.01,0.03,0.05,0.15,0.28,1.26
O34789,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.08
P12041,0.01,0.01,0.01,0.03,0.07,0.10,0.13,0.09,0.15,1.15
Q07833,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.03,0.04,0.59
P09339,0.01,0.01,0.01,0.01,0.02,0.04,0.08,0.10,0.13,0.51
O32247,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.27
O07532,0.01,0.01,0.01,0.01,0.01,0.01,0.29,1.06,0.05,0.41
O35007,0.01,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,0.11
O32213,0.01,0.02,0.01,0.01,0.01,0.02,0.02,0.04,0.11,0.69
P37599,0.01,0.01,0.01,0.00,0.00,0.00,0.01,0.01,0.01,0.14
O08455,0.01,,0.04,,0.03,,0.03,0.03,0.10,
P42319,0.01,0.01,0.01,0.01,0.02,0.02,0.04,0.12,0.23,0.91
Q45599,0.01,0.03,0.13,0.06,0.09,0.03,,0.05,0.09,
P80865,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.03,0.23
P81100,0.01,0.02,0.01,0.01,0.02,0.04,0.03,0.04,0.06,0.33
P17869,0.01,0.01,0.01,0.02,0.03,0.05,0.03,0.04,0.09,0.47
P14204,0.01,0.01,0.01,0.01,0.07,0.01,0.03,0.03,0.09,0.30
P54484,0.01,0.01,0.01,0.01,0.00,0.01,0.02,0.02,0.04,0.45
O07021,0.01,0.01,0.01,0.01,0.03,0.04,0.04,0.05,0.08,0.46
P39816,0.01,0.01,0.01,0.01,0.06,0.08,0.10,0.10,0.13,0.47
O34745,0.01,0.01,0.01,0.01,0.02,0.04,0.08,0.17,0.24,0.70
P45745,0.01,0.00,0.00,0.01,0.01,0.01,0.00,0.01,0.02,0.66
P36843,0.01,0.00,0.00,0.00,0.00,0.01,0.02,0.30,0.46,1.66
P39808,0.01,,0.01,,0.00,0.02,,0.01,,
P42065,0.01,0.01,0.01,0.00,0.02,0.01,0.02,0.01,0.02,0.11
P35620,0.01,0.03,0.01,0.02,0.01,0.01,0.02,0.03,0.04,0.17
P42064,0.01,0.01,0.00,0.00,0.02,0.01,0.00,0.01,0.01,5.32
P94568,0.01,0.01,0.01,0.00,0.01,0.03,0.05,0.05,0.12,0.69
O34577,0.01,0.01,0.01,0.01,0.02,0.02,0.03,0.10,0.21,1.15
P39217,0.01,0.00,0.00,0.00,0.00,0.01,0.01,0.01,0.02,0.46
P37504,0.01,,,,,,,0.02,,
Q02113,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.28
P36839,0.01,0.01,0.00,0.01,0.01,0.01,0.03,0.34,0.68,1.48
O34815,0.01,0.02,0.01,0.01,0.01,0.02,0.06,0.26,0.62,2.53
O34538,0.01,0.01,0.00,0.01,0.01,0.01,0.01,0.02,0.08,1.80
O34841,0.01,0.01,0.03,0.06,0.37,0.71,0.96,1.24,1.59,2.07
P08495,0.01,0.01,0.01,0.00,0.01,0.01,0.01,0.01,0.02,0.34
P50735,0.01,0.01,0.01,0.00,0.00,0.01,0.02,0.01,0.05,0.59
P12044,0.01,0.01,0.02,0.03,0.12,0.16,0.29,0.26,0.34,1.20
P37541,0.01,0.01,0.01,0.01,0.02,0.04,0.06,0.07,0.28,0.48
Q45595,0.01,0.02,0.00,0.01,0.00,0.00,0.00,0.01,0.00,0.04
P12043,0.01,0.01,0.01,0.02,0.08,0.12,0.22,0.18,0.27,1.03
P37957,0.01,0.02,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.30
O06745,0.01,0.01,0.01,0.01,0.00,0.01,0.02,0.08,0.19,1.01
O34375,0.01,0.00,0.01,0.04,0.01,0.03,0.04,0.04,0.11,
O34756,0.01,,,,,,,,0.00,
P54556,0.01,,,4.42,,,3.44,,,
P42405,0.01,0.01,0.00,0.00,0.00,0.01,0.02,0.03,0.05,
O34722,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
P23449,0.01,,0.02,0.02,0.03,0.02,0.03,,0.02,
O34704,0.01,0.01,0.00,0.00,0.02,0.00,0.00,0.00,0.01,0.01
O34764,0.01,0.00,0.00,0.01,0.01,0.01,0.03,0.08,0.17,1.38
O07621,0.01,0.01,0.00,0.01,0.01,0.01,0.00,0.01,0.01,0.14
P37469,0.01,0.04,0.01,0.01,0.08,0.11,0.18,0.23,0.49,0.75
O34858,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.13,0.27,1.06
Q05522,0.01,0.01,0.01,0.01,0.01,0.02,0.02,0.04,0.05,0.67
P12039,0.01,0.01,0.01,0.01,0.06,0.09,0.18,0.14,0.22,0.99
O35005,0.01,0.01,0.01,0.02,0.04,0.01,0.04,0.03,0.05,0.52
P25052,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.04,0.08,0.63
P39063,0.01,,,,,,,,,
O06477,0.01,0.00,0.00,0.00,0.01,0.01,0.00,0.00,0.01,0.16
P40768,0.01,0.04,,0.03,0.01,0.01,0.01,0.02,0.02,
O31697,0.01,0.00,0.01,0.02,0.01,0.01,0.01,0.05,0.08,0.37
P39596,0.01,0.01,0.01,0.01,0.01,0.03,0.09,0.15,0.30,1.16
