locus_tag,gene,Tminus30,Tminus15,T0,T15,T30,T60,T150,T330,Tminus30_Tminus15,Tminus15_T0,T0_T15,T15_T30,T30_T60,T60_T150,T150_T330
BSU22010,exoA,-1.19228939,-0.909311504,-1.303231458,0.904872918,0.716364297,1.257403999,0.292337579,0.233853557,0,0,1,0,0,0,0
BSU12390,uxaA,-1.099015812,-0.313076591,-1.570793667,1.022105092,1.049241907,1.03585781,-0.047699531,-0.076619208,0,0,1,0,0,0,0
BSU27130,rsiV,-1.179212559,-0.861935982,-1.26285044,1.014562476,0.818739239,1.240130881,0.053814171,0.176752213,0,0,1,0,0,0,0
BSU05610,vmlR,-1.234456356,-0.823782294,-1.348703944,1.150307371,0.780465194,0.950673041,0.216314829,0.309182159,0,0,1,0,0,0,0
BSU17860,yneA,-0.840195504,-1.108662697,-1.4617495,1.026820717,0.788997274,1.030431772,0.159073577,0.405284361,0,0,1,0,0,0,0
BSU33070,gerAC,-1.228188585,-0.532032094,-1.448865512,0.686691443,0.831284482,1.375615782,0.205795064,0.10969942,0,0,1,0,0,0,0
BSU27230,yrhD,-0.888176037,-0.611728508,-1.592696422,1.367623476,0.807275623,0.872999752,0.109051856,-0.064349739,0,0,1,0,0,0,0
BSU21960,ypeQ,-1.144064869,-0.769497826,-1.476600198,1.198816073,0.555465207,0.892313827,0.595690641,0.147877144,0,0,1,0,0,0,0
BSU26060,yqbM,-0.945272306,-0.975929153,-1.405603758,1.184543004,0.546136155,1.164635218,0.332848874,0.098641968,0,0,1,0,0,0,0
BSU13630,ykvA,-1.141342577,-0.850171505,-1.358981284,0.962024085,1.051850943,0.997351183,0.317237921,0.022031235,0,0,1,0,0,0,0
BSU01845,ybcC,-1.077083736,-0.88953142,-1.172755765,0.918953622,1.143706275,0.644442978,0.927468688,-0.495200642,0,0,1,0,0,0,-1
BSU10890,yisX,-1.095797839,-1.03696702,-1.291948598,0.687188218,0.85456862,1.293259479,0.24058669,0.349110451,0,0,1,0,0,0,0
BSU25570,comEC,-1.0159338,-0.956226115,-1.426440317,0.811508455,0.561444479,1.336343614,0.448642806,0.240660877,0,0,1,0,0,0,0
BSU27090,aapA,-1.128483736,-0.988260398,-1.138057986,1.028071672,0.871172182,1.277134435,0.087533825,-0.009109994,0,0,1,0,0,0,0
BSU10520,glcP,-1.11585957,-0.756851627,-1.467308439,1.016312998,1.074970085,0.874310045,0.242306479,0.132120029,0,0,1,0,0,0,0
BSU28990,dnaB,-1.195400089,-0.999369324,-1.246335943,1.149265959,0.726992315,1.006495005,0.260662367,0.297689711,0,0,1,0,0,0,0
BSU13330,ykoL,-1.183312712,-0.621459032,-1.275731596,1.372920577,0.871676882,0.964077057,-0.106972637,-0.021198539,0,0,1,0,0,0,0
BSU23720,yqzH,-1.116932521,-0.851639484,-1.264425192,1.151249814,0.908864572,1.127339101,-0.027524069,0.07306778,0,0,1,0,0,0,0
BSU13320,ykzB,-1.070465219,-0.571759102,-1.431217295,1.037441582,1.001808716,1.17530744,-0.132212758,-0.008903364,0,0,1,0,0,0,0
BSU09220,yhcU,-1.079573405,-0.698780027,-1.179102619,0.789149981,0.875570451,1.55985145,0.087520653,-0.354636483,0,0,1,0,0,0,0
BSU01810,adaA,-1.278162893,-0.768625369,-1.248316198,0.822442863,1.127347016,1.107994334,0.202582355,0.034737892,0,0,1,0,0,0,0
BSU14040,ldt,-1.160713976,-0.684787931,-1.237307816,0.527179808,0.673108566,1.703496218,0.134009014,0.045016116,0,0,1,0,0,0,0
BSU13640,spo0E,-1.104335864,-0.929068471,-1.271445741,1.113865849,1.092122521,0.896808505,0.246959513,-0.044906312,0,0,1,0,0,0,0
BSU40720,yyaT,-1.064525231,-0.882482881,-1.315761743,1.401847803,0.874647472,0.768286483,0.188278487,0.029709609,0,0,1,0,0,0,0
BSU30330,ytvB,-1.26002845,-0.591674661,-1.40883348,1.042182206,0.781612602,1.141456576,0.017535293,0.277749915,0,0,1,0,0,0,0
BSU14030,ykuC,-1.192654148,-0.916296158,-1.256615718,1.208223192,0.885103966,0.919958418,0.115692678,0.23658777,0,0,1,0,0,0,0
BSU23640,yqkD,-1.222339203,-0.822503671,-1.336672192,1.07261969,0.95308838,0.938335389,0.298671895,0.118799713,0,0,1,0,0,0,0
BSU23830,yqjL,-1.142805417,-0.745127322,-1.295313362,1.06534393,0.888610252,1.229979513,-0.10876114,0.108073546,0,0,1,0,0,0,0
BSU25730,yqeC,-1.13445857,-0.955881324,-1.363754169,0.972902394,0.540772062,1.191226499,0.394968038,0.354225071,0,0,1,0,0,0,0
BSU40730,yyaS,-1.168131485,-0.883688262,-1.247159455,1.327255416,0.913312899,0.815163627,0.189937015,0.053310245,0,0,1,0,0,0,0
BSU28600,yshB,-1.154970425,-0.984829291,-1.263322087,1.130677943,0.987233903,0.868179289,0.151876425,0.265154242,0,0,1,0,0,0,0
BSU40560,yybP,-0.996990781,-0.811659374,-1.157512221,1.154707019,1.027917264,1.231624103,-0.215881156,-0.232204853,0,0,1,0,0,0,0
BSU30090,yteU,-0.891640806,-0.849228007,-1.539266857,1.056835663,0.617865671,1.194268282,-0.023524929,0.434690983,0,0,1,0,0,0,0
BSU18640,yoaK,-1.148906875,-1.094245342,-1.136750773,1.27019904,0.785753296,0.924083917,0.086473744,0.313392992,0,0,1,0,0,0,0
BSU14050,ykuE,-0.977136945,-1.033489498,-1.192284924,0.738236671,0.75148348,1.556873238,0.148040209,0.00827777,0,0,1,0,0,0,0
BSU01830,ndhF,-1.09027374,-0.885942962,-1.146474013,1.113917597,1.081424658,0.682558811,0.757165001,-0.512375353,0,0,1,0,0,0,-1
BSU27220,yrhE,-1.047443488,-1.01473784,-1.259054806,1.260734976,0.854918229,0.952234599,0.246609507,0.006738822,0,0,1,0,0,0,0
BSU05160,ydeD,-1.191758011,-0.766956269,-1.299343735,0.435471007,1.103483154,1.292935443,0.471342696,-0.045174285,0,0,1,0,0,0,0
BSU14210,ykuT,-1.13165941,-0.989576819,-1.244806616,1.264548615,0.774540741,0.826877394,0.55234613,-0.052270035,0,0,1,0,0,0,0
BSU32890,yusQ,-1.388508013,-0.617796511,-1.226654272,1.28522974,0.845140144,0.891464269,0.141753238,0.069371406,0,0,1,0,0,0,0
BSU33680,catR,-1.198482835,-1.102746771,-1.137909113,1.052716865,0.654396391,1.135279204,0.141223602,0.455522657,0,0,1,0,0,0,0
BSU02320,ybfP,-0.975866376,-0.832484006,-1.439508341,0.65395717,0.921684343,1.4007978,0.079851858,0.191567552,0,0,1,0,0,0,0
BSU30020,ytzE,-1.219216117,-0.921260794,-1.24170385,0.807553773,0.981973448,1.110656867,0.52102346,-0.039026787,0,0,1,0,0,0,0
BSU32920,yusT,-1.038904867,-1.056475508,-1.271810935,0.953525902,0.979572858,1.092585047,0.352691543,-0.01118404,0,0,1,0,0,0,0
BSU13440,ykoY,-1.109686659,-0.979492487,-1.324996066,0.816359366,0.924852808,1.188258644,0.276647245,0.208057149,0,0,1,0,0,0,0
BSU18180,yngB,-1.062603328,-0.939840787,-1.160226482,1.126889188,0.699615361,1.371481812,-0.033799675,-0.00151609,0,0,1,0,0,0,0
BSU27120,sigV,-0.970069016,-0.909822316,-1.267813404,1.096712627,1.04568456,1.140230347,0.028394018,-0.163316815,0,0,1,0,0,0,0
BSU23890,oxaAB,-1.176211884,-0.997264197,-1.254652702,0.963417657,0.950694225,1.050497329,0.182396862,0.281122711,0,0,1,0,0,0,0
BSU23880,mifM,-1.203304284,-0.82820553,-1.314098931,1.071525845,0.891703762,1.060317586,0.06143168,0.260629871,0,0,1,0,0,0,0
BSU13470,sspD,-1.076830876,-1.02808969,-1.108517621,0.915335528,0.368526824,1.580864021,0.277004274,0.071707539,0,0,1,0,0,0,0
BSU25540,gpr,-1.103561568,-0.875227589,-1.349051272,1.063565067,0.581900611,1.271544574,0.317651235,0.093178943,0,0,1,0,0,0,0
BSU10670,gerPF,-0.402442873,-1.007916482,-1.466540243,1.158093125,0.684967477,1.146572276,-0.576011377,0.463278097,0,0,1,0,0,0,0
BSU22920,ypeB,-1.209740635,-0.814377552,-1.117291002,1.451220273,0.763923258,0.965265254,0.018322758,-0.057322355,0,0,1,0,0,0,0
BSU13830,ykvU,-0.858645572,-0.695864454,-1.105653647,1.34985888,-0.16647159,1.629760705,0.062029702,-0.215014024,0,0,1,0,0,0,0
BSU32340,lytH,-1.058856394,-1.025072782,-1.210385923,1.160693387,0.836123579,1.138090034,0.013565285,0.145842813,0,0,1,0,0,0,0
BSU23390,spoVAF,-1.142969661,-0.695262679,-1.441025663,1.114552884,0.76384544,1.118584488,0.049169352,0.233105838,0,0,1,0,0,0,0
BSU12380,uxaB,-0.83956861,-0.650735165,-1.605026001,1.07116814,0.892919909,1.066098021,-0.293131879,0.358275586,0,0,1,0,0,0,0
BSU24020,bmrR,-1.190927834,-1.100967684,-1.190883323,0.959587621,0.753805449,1.112235437,0.396897785,0.260252549,0,0,1,0,0,0,0
BSU13850,zosA,-1.068380035,-0.832282788,-1.126065849,1.566327906,0.708953361,0.84527498,0.286969118,-0.380796693,0,0,1,0,0,0,0
BSU19810,ypqP,-0.816503291,-0.669287635,-1.196918448,1.545658167,0.368367555,1.323688401,-0.382007695,-0.172997054,0,0,1,0,0,0,0
BSU17267,ymzE2,-1.270275938,-0.33375853,-1.273813572,1.164893368,1.064347732,0.926810494,0.224844864,-0.503048418,0,0,1,0,0,0,0
BSU17266,ymzE1,-1.217663785,-0.628119033,-1.341375804,1.060486461,1.100945492,0.970115052,0.176281884,-0.120670267,0,0,1,0,0,0,0
BSU23329,ypuC1,-0.65640835,-0.696736955,-1.714369767,0.803563036,0.51627096,1.458939697,0.320696964,-0.031955587,0,0,1,0,0,0,0
BSU06600,pcrB,-1.165012118,-1.103348821,-1.283416704,0.765640687,0.486015173,1.000444726,0.414973223,0.884703833,0,0,1,0,0,0,0
BSU38490,menA,-1.229910971,-1.064690436,-1.274569929,0.949758022,0.70888297,0.745545504,0.370081884,0.794902957,0,0,1,0,0,0,0
BSU24270,dxs,-1.226655966,-1.035991409,-1.291046656,0.619574933,0.653311403,1.043173977,0.406136313,0.831497405,0,0,1,0,0,0,0
BSU25160,ispH,-1.211475965,-1.051522079,-1.301139118,0.823994185,0.871343391,0.88970471,0.378708103,0.600386775,0,0,1,0,0,0,0
BSU09930,yhaM,-1.219769226,-1.016289691,-1.312997495,0.599954902,0.782918768,0.968182638,0.34654367,0.851456434,0,0,1,0,0,0,0
BSU00760,pabC,-1.199632048,-1.018704195,-1.336506436,0.94349696,0.814214319,0.836233896,0.373690483,0.587207021,0,0,1,0,0,0,0
BSU00790,folK,-1.214932048,-1.060070216,-1.31160941,0.746292139,0.732122207,0.87038181,0.441060908,0.796754611,0,0,1,0,0,0,0
BSU41000,rsmG,-1.236473559,-1.027795375,-1.310189626,0.94912918,0.832560305,0.679083657,0.449913132,0.663772286,0,0,1,0,0,0,0
BSU14430,ykpA,-1.240053602,-1.061670997,-1.272105632,0.746387581,0.822222967,0.923359319,0.389403559,0.692456805,0,0,1,0,0,0,0
BSU38229,slrA,-1.296636645,-0.917420219,-1.318084342,0.57061397,0.767413756,0.923997291,0.347974063,0.922142127,0,0,1,0,0,0,0
BSU04650,endB,-1.221032387,-1.012876555,-1.362633689,0.68833218,0.603753054,0.807748113,0.660192492,0.836516792,0,0,1,0,0,0,0
BSU22360,asnS,-1.257418993,-1.078243808,-1.250110118,0.766035397,0.716143116,0.841395997,0.419768151,0.842430259,0,0,1,0,0,0,0
BSU35700,tagH,-1.246004665,-1.014476326,-1.311760481,0.970139846,0.704526117,0.685508979,0.439313396,0.772753134,0,0,1,0,0,0,0
BSU34540,clpP,-1.220701059,-1.051959773,-1.290574434,0.849393438,0.927824564,0.529570464,0.421359435,0.835087366,0,0,1,0,0,0,0
BSU19590,ctpA,-1.25542348,-0.996132653,-1.334126718,0.738606922,0.715819239,0.895552277,0.498890918,0.736813495,0,0,1,0,0,0,0
BSU40510,gdpP,-1.230295254,-1.062848201,-1.289873838,0.877206548,0.612830609,0.813323085,0.455920176,0.823736875,0,0,1,0,0,0,0
BSU35720,tagF,-1.250104336,-0.992815861,-1.332528439,0.851658904,0.794804638,0.730440065,0.416121359,0.78242367,0,0,1,0,0,0,0
BSU15390,sepF,-1.203466039,-1.076912364,-1.313488686,0.543984939,0.690180849,0.876011384,0.627076331,0.856613587,0,0,1,0,0,0,0
BSU22180,gpsB,-1.216701133,-0.737559863,-1.48684051,0.881938929,0.788893349,0.809218016,0.128292306,0.832758907,0,0,1,0,0,0,0
BSU00010,dnaA,-1.222461491,-1.034286012,-1.303082369,0.988096317,0.808096716,0.780937497,0.40260936,0.580089981,0,0,1,0,0,0,0
BSU05980,tatAY,-1.01461989,-1.157636092,-1.384027279,0.998436864,0.843389413,0.69973544,0.473803484,0.54091806,0,0,1,0,0,0,0
BSU30520,ytoA,-1.238167398,-0.990389697,-1.320330527,1.00717502,0.55862171,0.909975539,0.457521148,0.615594205,0,0,1,0,0,0,0
BSU22330,ypoC,-1.194325765,-1.028297637,-1.319745954,0.975398487,0.809789707,0.816691568,0.299872378,0.640617216,0,0,1,0,0,0,0
BSU23950,yqjA,-1.192162491,-1.013195158,-1.379276168,0.910258797,0.619879023,0.770780308,0.739056272,0.544659417,0,0,1,0,0,0,0
BSU00290,yaaQ,-1.211937192,-1.092935955,-1.273151155,0.899578525,0.73089946,0.834032995,0.388288804,0.725224519,0,0,1,0,0,0,0
BSU40750,yyaQ,-1.126566707,-1.18659512,-1.24797154,0.893562796,0.941414121,0.593971341,0.357564408,0.774620703,0,0,1,0,0,0,0
BSU00320,yaaT,-1.223272872,-1.012862217,-1.337893152,0.892091218,0.836222231,0.764738382,0.431903286,0.649073125,0,0,1,0,0,0,0
BSU37610,ywzC,-1.20945628,-1.104557152,-1.287462699,0.865699012,0.707182046,0.720025951,0.521142469,0.787426653,0,0,1,0,0,0,0
BSU21730,ypmS,-1.234735092,-1.016071387,-1.310028046,0.831162213,0.447900588,1.006046725,0.568790087,0.706934912,0,0,1,0,0,0,0
BSU07970,yfjT,-1.322154554,-1.037610874,-1.234661561,0.829302499,0.801397465,0.704380891,0.503632353,0.755713782,0,0,1,0,0,0,0
BSU15060,ylbM,-1.249880153,-0.922494875,-1.375233223,0.825596663,0.693181599,0.920087718,0.364358384,0.744383886,0,0,1,0,0,0,0
BSU21720,ypmT,-1.25133586,-0.969968012,-1.337562078,0.79793016,0.438727481,0.967112851,0.573564917,0.78153054,0,0,1,0,0,0,0
BSU17960,yneK,-1.413962612,-0.930575992,-1.219662995,0.759058622,0.610738776,0.939783555,0.509499499,0.745121146,0,0,1,0,0,0,0
BSU15660,yloC,-1.193187135,-1.065008772,-1.325515528,0.715760309,0.732884555,0.904591658,0.441576225,0.788898688,0,0,1,0,0,0,0
BSU23650,yqkC,-1.20499284,-1.079055893,-1.295241156,0.6915374,0.919268747,0.858227862,0.433036058,0.677219822,0,0,1,0,0,0,0
BSU25400,yqeY,-1.230361784,-1.076934277,-1.298155514,0.68507939,0.742474763,0.818791174,0.564209552,0.794896696,0,0,1,0,0,0,0
BSU12069,yjzH,-0.918745782,-1.16444069,-1.412742298,0.685062949,1.092202873,0.423879815,0.398374368,0.896408765,0,0,1,0,0,0,0
BSU24490,yqhQ,-1.217393525,-1.024185159,-1.317339438,0.680844092,0.671327743,1.09701718,0.545145638,0.564583468,0,0,1,0,0,0,0
BSU17880,ynzC,-1.156115688,-1.128564857,-1.269924167,0.673077587,0.937953353,0.916000683,0.317279446,0.710293643,0,0,1,0,0,0,0
BSU24860,yqgQ,-1.310829531,-0.888223494,-1.316182109,0.663511271,0.618403577,0.928138922,0.317487433,0.987693932,0,0,1,0,0,0,0
BSU08530,yfhH,-1.27172393,-0.966959755,-1.343188577,0.662456451,0.663554844,0.76431026,0.561566219,0.92998449,0,0,1,0,0,0,0
BSU14840,ylaN,-1.233579619,-1.057096624,-1.299387195,0.661319647,0.737266994,0.968376148,0.557816206,0.665284443,0,0,1,0,0,0,0
BSU07660,yflJ,-1.23335056,-1.109589287,-1.246677497,0.656567874,0.904564758,0.730517562,0.464431161,0.833535989,0,0,1,0,0,0,0
BSU00300,yaaR,-1.246603432,-1.010014807,-1.316722845,0.64723174,0.805496266,0.857272876,0.417863241,0.845476961,0,0,1,0,0,0,0
BSU17730,yndB,-1.210797868,-1.043242459,-1.303115416,0.636797176,0.826929209,1.01130442,0.383031578,0.699093361,0,0,1,0,0,0,0
BSU24500,yqhP,-1.254994042,-1.074829779,-1.260262413,0.618224757,0.704194408,0.997345713,0.60498378,0.665337576,0,0,1,0,0,0,0
BSU35510,yvyE,-1.216917073,-1.038500055,-1.327647413,0.613711427,0.863467682,0.898409585,0.504677526,0.702798321,0,0,1,0,0,0,0
BSU29249,ytzJ,-1.29413775,-0.925581861,-1.280559069,0.602190601,0.703498654,0.870575147,0.251688782,1.072325496,0,0,1,0,0,0,0
BSU07670,yflI,-1.321133013,-0.981076288,-1.243857005,0.559417641,0.865006441,0.918145581,0.360357565,0.843139079,0,0,1,0,0,0,0
BSU11270,yjzD,-1.293777009,-1.144873621,-1.147396726,0.546691495,0.660080902,0.897273795,0.566295374,0.91570579,0,0,1,0,0,0,0
BSU25380,yqfA,-1.233691,-1.004106416,-1.275172449,0.487836844,1.00579258,0.709430148,0.31371848,0.996191812,0,0,1,0,0,0,1
BSU06350,yebA,-1.240015083,-0.98644521,-1.277243126,0.479499573,0.998127324,0.973615646,0.271283317,0.781177559,0,0,1,0,0,0,0
BSU29590,iscS,-1.271424182,-0.97608875,-1.276301007,0.932497518,0.85173366,0.893155102,0.263778475,0.582649184,0,0,1,0,0,0,0
BSU27510,iscS,-1.206668346,-1.079677698,-1.28840686,0.833994042,0.660889908,0.887584368,0.387148845,0.80513574,0,0,1,0,0,0,0
BSU14880,ctaB,-1.232596557,-1.046781628,-1.302056729,0.752118007,0.870038252,0.741173733,0.414468464,0.803636459,0,0,1,0,0,0,0
BSU00780,folB,-1.17594554,-1.060100127,-1.347364028,0.694949203,0.778522423,0.869019191,0.441903788,0.799015091,0,0,1,0,0,0,0
BSU00770,sul,-1.267749101,-1.064724938,-1.224470179,0.878558123,0.74600491,0.916420214,0.313630615,0.702330357,0,0,1,0,0,0,0
BSU00070,gyrA,-1.251422954,-1.002694056,-1.346315264,0.806927907,0.618946622,0.738307301,0.66690256,0.769347884,0,0,1,0,0,0,0
BSU29090,polA,-1.250781704,-0.982980844,-1.313409857,0.577822195,0.867779306,1.026180621,0.423567733,0.651822548,0,0,1,0,0,0,0
BSU16580,polC,-1.227130194,-0.998747377,-1.341449473,0.82651391,0.821373002,0.850938575,0.385178018,0.683323538,0,0,1,0,0,0,0
BSU00020,dnaN,-1.234209654,-1.032949226,-1.325477552,0.809554289,0.711098811,0.856288206,0.508788965,0.70690616,0,0,1,0,0,0,0
BSU00310,holB,-1.230962789,-1.070321652,-1.277625487,0.77264497,0.77532573,0.90835812,0.397741775,0.724839333,0,0,1,0,0,0,0
BSU00210,recR,-1.261671378,-0.985945234,-1.320187493,0.740142305,0.642801381,0.713567837,0.470440638,1.000851944,0,0,1,0,0,0,0
BSU40990,noc,-1.287944606,-1.015566345,-1.286356827,0.812382668,0.841723156,0.719261591,0.487063285,0.729437078,0,0,1,0,0,0,0
BSU06060,ydiO,-1.210067972,-1.034357725,-1.341125147,0.641576281,0.884801502,0.865745008,0.671143322,0.52228473,0,0,1,0,0,0,0
BSU27590,dtd,-1.231967521,-1.061918182,-1.299993234,0.64984679,0.828175614,0.910936013,0.583664702,0.621255817,0,0,1,0,0,0,0
BSU00480,yabJ,-1.22120787,-0.951600118,-1.355228718,0.695832884,0.842571282,0.831312137,0.254798552,0.903521851,0,0,1,0,0,0,0
BSU24240,recN,-1.30106227,-1.012876321,-1.258947324,0.909375269,0.606672707,0.769431856,0.44292653,0.844479554,0,0,1,0,0,0,0
BSU38120,rodA,-1.207301704,-1.062717406,-1.24850883,0.901637067,0.846859913,0.936318832,0.193329792,0.640382335,0,0,1,0,0,0,0
BSU15400,ylmG,-1.206660835,-1.057184127,-1.332325636,0.65539535,0.631757426,0.827646197,0.598646966,0.882724659,0,0,1,0,0,0,0
BSU32670,sufB,-1.283954559,-1.025262011,-1.294917869,0.779836548,0.580538144,0.74632068,0.73976989,0.757669178,0,0,1,0,0,0,0
BSU32560,frlR,-1.156978374,-1.043416718,-1.299382008,0.676115249,0.517173241,0.958564084,0.266289825,1.081634701,0,0,1,0,0,0,0
BSU24280,ispA,-1.210417168,-1.026469147,-1.298125826,0.622195843,0.720579064,0.709495367,0.362482123,1.120259743,0,0,1,0,0,0,0
BSU02450,glnL,-1.215313716,-0.99937303,-1.284716761,0.776583472,0.565588201,0.930105729,0.205653043,1.021473062,0,0,1,0,0,0,0
BSU24850,glcK,-1.205974828,-1.015922376,-1.333100525,0.819754108,0.847075151,0.943176308,0.399182777,0.545809384,0,0,1,0,0,0,0
BSU28390,racE,-1.284390546,-0.954559004,-1.298246864,1.00170181,0.614926166,0.804653379,0.33204589,0.783869169,0,0,1,0,0,0,0
BSU28170,hemA,-1.279317078,-0.993163064,-1.32633895,0.816852885,0.620348181,0.655350135,0.783251639,0.723016252,0,0,1,0,0,0,0
BSU30070,opuD,-1.232942016,-0.978647291,-1.368891365,0.664546838,0.66956106,0.800259597,0.532966739,0.913146438,0,0,1,0,0,0,0
BSU06360,guaA,-1.230443096,-1.054876191,-1.278789372,0.62551987,0.552797777,0.952572208,0.485707495,0.947511308,0,0,1,0,0,0,0
BSU27600,relA,-1.215311447,-1.027097739,-1.325478402,0.670688166,0.861341674,0.972779644,0.467917245,0.595160859,0,0,1,0,0,0,0
BSU14770,bipA,-1.231611037,-1.025597439,-1.326318808,0.67924571,0.71165648,0.987995597,0.566041663,0.638587834,0,0,1,0,0,0,0
BSU28190,ysxC,-1.208231362,-1.002629258,-1.380618011,0.646185275,0.664773859,0.848083611,0.606346047,0.82608984,0,0,1,0,0,0,0
BSU28980,dnaI,-1.247823583,-1.066772498,-1.226241469,0.968434652,0.671531264,0.992134893,0.367156534,0.541580208,0,0,1,0,0,0,0
BSU30680,ytjA,-1.307394137,-0.842608899,-1.359202655,0.713154388,0.595645801,0.965676162,0.321470153,0.913259187,0,0,1,0,0,0,0
BSU14080,ykuH,-1.141520495,-1.014082567,-1.418841441,0.760956476,0.739636953,0.864714161,0.445505147,0.763631766,0,0,1,0,0,0,0
BSU32120,yuzG,-1.222468197,-1.043080703,-1.293811427,0.68705529,0.798871892,0.656520845,0.393396616,1.023515685,0,0,1,0,0,0,1
BSU10009,yhzF,-1.271254726,-1.16213333,-1.159611753,0.590718292,0.851962187,0.865197399,0.78315743,0.5019645,0,0,1,0,0,0,0
BSU00090,guaB,-1.254483003,-1.071527622,-1.26003242,0.648813111,0.700298046,1.015879873,0.582709506,0.638342509,0,0,1,0,0,0,0
BSU07500,yfmE,-1.184331492,-1.022007191,-1.340114111,0.45626693,0.898223304,0.804940988,0.436484178,0.950537394,0,0,1,0,0,0,0
BSU15860,sdaAA,-1.232821809,-0.999465794,-1.312734064,0.700786736,0.956592113,0.638534458,0.33827183,0.91083653,0,0,1,0,0,0,0
BSU27270,mtnN,-1.166660723,-1.08159116,-1.311799498,0.902750883,0.869430589,0.776128502,0.328119612,0.683621796,0,0,1,0,0,0,0
BSU09950,prsA,-1.278382889,-0.944457188,-1.323317556,0.641723737,0.706781849,0.704517306,0.430222459,1.062912282,0,0,1,0,0,0,0
BSU36700,moaA,-1.228818478,-1.000000333,-1.340695635,0.557265608,0.913269307,0.92626139,0.552155042,0.620563098,0,0,1,0,0,0,0
BSU22320,ponA,-1.235602191,-1.029550018,-1.265408473,0.901551489,0.878753026,0.911442954,0.270206485,0.568606728,0,0,1,0,0,0,0
BSU12510,xre,-1.265652451,-1.064905823,-1.273519906,0.616774333,0.737132121,0.849989477,0.611392504,0.788789746,0,0,1,0,0,0,0
BSU11300,med,-1.242381342,-0.991855283,-1.335786477,0.904926074,0.690847576,0.730427624,0.415569291,0.828252537,0,0,1,0,0,0,0
BSU01000,secE,-1.277317154,-1.041084243,-1.23847741,0.860034957,0.724349339,0.725302033,0.321413742,0.925778736,0,0,1,0,0,0,0
BSU05950,ydiF,-1.238966065,-0.996914041,-1.328263675,0.725682799,0.891248835,0.810698022,0.364740941,0.771773183,0,0,1,0,0,0,0
BSU23240,ypzK,-1.193974466,-1.035622208,-1.316752726,0.585871308,0.988274043,0.972348865,0.462340416,0.537514769,0,0,1,0,0,0,0
BSU40740,yyaR,-0.999774786,-0.834683081,-1.657911622,0.631204126,0.953875722,0.728218385,0.69292691,0.486144346,0,0,1,0,0,0,0
BSU40480,yycB,-1.267526374,-0.970541462,-1.337905666,0.549051772,0.839681458,0.812277065,0.529595805,0.845367403,0,0,1,0,0,0,0
BSU06320,yeaB,-1.220052819,-1.015296978,-1.307520973,0.689681949,0.782718829,1.04166817,0.329423962,0.69937786,0,0,1,0,0,0,0
BSU32160,yutM,-1.287235,-0.937612124,-1.334063443,0.820707149,0.750343542,0.929774464,0.420978574,0.637106837,0,0,1,0,0,0,0
BSU28580,mutSB,-1.237911794,-0.93915287,-1.374983698,0.622757785,0.858331496,0.872197455,0.385859418,0.812902209,0,0,1,0,0,0,0
BSU21740,ypmR,-1.315581395,-1.057199592,-1.207895961,0.815128371,0.503073671,0.895709114,0.544232968,0.822532824,0,0,1,0,0,0,0
BSU11480,yjbB,-1.330574733,-0.994858903,-1.221626195,0.924823649,0.717061829,0.873101454,0.312215145,0.719857754,0,0,1,0,0,0,0
BSU15750,yloN,-1.231282262,-0.975504043,-1.365989307,0.739810519,0.642179801,0.980658079,0.525062485,0.685064729,0,0,1,0,0,0,0
BSU27390,yrrK,-1.246143822,-1.015509992,-1.318688184,0.741430886,0.669568125,0.711277775,0.494520217,0.963544994,0,0,1,0,0,0,0
BSU19560,yodD,-1.128514082,-0.816487064,-1.453007087,0.94551182,0.655970913,1.04942549,0.024328205,0.722771805,0,0,1,0,0,0,0
BSU25680,yqeG,-1.242666857,-0.903323551,-1.391466528,0.709490963,0.524223478,0.901939343,0.446541353,0.9552618,0,0,1,0,0,0,0
BSU34940,yvpB,-1.298162018,-0.897298294,-1.302887418,0.708043883,0.797758425,1.115781734,0.288307332,0.588456355,0,0,1,0,0,0,0
BSU40370,walJ,-1.257834986,-0.976841634,-1.345763748,0.580915021,0.725886985,0.790356944,0.563523682,0.919757735,0,0,1,0,0,0,0
BSU18190,yngC,-1.215222353,-0.990170847,-1.318167911,0.91327613,0.816513817,0.971368389,0.304590246,0.51781253,0,0,1,0,0,0,0
BSU28970,ytxB,-1.213615595,-1.064442699,-1.271176518,0.909759726,0.654719536,1.02884946,0.421035042,0.534871049,0,0,1,0,0,0,0
BSU32060,yuiD,-1.337155939,-0.642312185,-1.520257193,0.607341038,0.768280619,0.689292842,0.606312633,0.828498185,0,0,1,0,0,0,0
BSU19140,yozB,-1.314011111,-0.98576,-1.265039694,0.592936767,0.838475717,0.856224682,0.417222755,0.859950886,0,0,1,0,0,0,0
BSU31800,yueF,-1.371011878,-0.874419749,-1.317435533,0.587205737,0.741670687,0.940200298,0.60068531,0.693105128,0,0,1,0,0,0,0
BSU10480,yhjE,-1.196704259,-0.970155431,-1.383660958,0.553997331,0.655942024,0.982573303,0.469882524,0.888125467,0,0,1,0,0,0,0
BSU28570,yshE,-1.243066504,-0.909239753,-1.403426702,0.52935284,0.786913794,0.884320752,0.50613544,0.849010133,0,0,1,0,0,0,0
BSU40490,yycA,-1.205644198,-1.105014112,-1.21573412,0.655826428,1.039989259,0.674425305,0.252132548,0.90401889,0,0,1,0,0,0,0
