locus_tag,gene,rSS_average
BSU28210,lonB,0.743004764
BSU28230,tig,0.949721103
BSU28240,ysoA,1.023502553
BSU28290,ilvC,0.14625267
BSU28300,ilvH,0.845575643
BSU28320,ysnD,1.093106611
BSU28330,ysnE,1.082319617
BSU28340,ysnF,1.158091465
BSU28350,ysnB,1.067077812
BSU28360,ysnA,0.895014034
BSU28370,rph,0.866466639
BSU28380,gerM,0.452837668
BSU28400,ysmB,1.196334153
BSU28410,gerE,0.203489235
BSU28420,ysmA,0.504727181
BSU28460,yslB,0.796138974
BSU28470,lysC,0.517417275
BSU28490,uvrC,1.02119721
BSU28510,xsa,1.200873925
BSU28520,etfA,0.826240503
BSU28530,etfB,0.885156767
BSU28540,fadB,1.096801596
BSU28550,fadR,0.861657216
BSU28560,lcfA,0.768834915
BSU28570,yshE,0.377538401
BSU28580,mutSB,0.869565138
BSU28590,polX,0.75838607
BSU28600,yshB,1.068313547
BSU28610,yshA,1.148021897
BSU28620,rnhC,0.553053779
BSU28650,ysgA,0.96063778
BSU28660,sspI,1.125171923
BSU28670,ysfB,1.096608349
BSU28680,glcD,0.974078931
BSU28690,glcF,1.019496339
BSU28700,ysfE,1.0177617
BSU28710,cstA,1.016741907
BSU28720,abfA,1.086376292
BSU28730,araQ,1.106907265
BSU28740,araP,1.039939146
BSU28750,araN,1.009700719
BSU28760,araM,0.875817129
BSU28770,araL,1.159535421
BSU28780,araD,1.18006324
BSU28790,araB,0.987087173
BSU28800,araA,1.030059621
BSU28810,abnA,0.967216597
BSU28820,ysdC,1.163188576
BSU28830,ysdB,0.493907989
BSU28840,ysdA,1.108384489
BSU28860,rpmI,0.213204017
BSU28890,yscB,0.905832852
BSU28900,lrgB,1.250627185
BSU28910,lrgA,1.03050619
BSU28920,lytT,0.830516182
BSU28930,lytS,1.03053592
BSU28950,thrS,0.89288687
BSU28960,ytxC,0.952015411
BSU28970,ytxB,1.036769018
BSU29000,nrdR,0.774197692
BSU29030,ytcD,0.989152864
BSU29040,ytbD,0.854530618
BSU29050,ytbE,0.977498532
BSU29070,ytaF,0.322907539
BSU29080,mutM,1.187272808
BSU29090,polA,0.880819634
BSU29100,phoR,0.877487462
BSU29110,phoP,0.852793417
BSU29140,citZ,0.937488376
BSU29150,ytwI,1.068837599
BSU29160,ytvI,0.352019143
BSU29170,ytzA,1.273471924
BSU29180,pyk,0.743287843
BSU29190,pfkA,0.151263962
BSU29220,ytsJ,0.456469227
BSU29239,ytrH,0.105736158
BSU29240,ytrI,0.099735655
BSU29249,ytzJ,0.725486849
BSU29250,nrnA,0.392224843
BSU29260,ytpI,0.828008204
BSU29270,ytoI,1.043286295
BSU29280,ytnM,0.958066878
BSU29290,ytnL,1.050139311
BSU29300,rbfK,1.017904788
BSU29310,ytnJ,1.060668656
BSU29320,ytnI,0.932968244
BSU29330,ytmO,1.089321655
BSU29340,tcyN,1.127248266
BSU29350,tcyM,1.046741615
BSU29370,tcyK,0.956519686
BSU29380,tcyJ,0.765728416
BSU29390,ytmI,1.223731697
BSU29400,ytlI,0.93121677
BSU29410,ytkL,1.014896859
BSU29420,ytkK,0.930149361
BSU29430,ytzD,0.988723712
BSU29460,moaB,1.003331597
BSU29480,ytxK,1.263020394
BSU29490,tpx,0.999738289
BSU29500,ytfJ,1.153438514
BSU29520,yteJ,1.143738327
BSU29530,sppA,1.039159165
BSU29540,ppnKB,0.968964704
BSU29550,ytcJ,0.877213665
BSU29560,ytcI,1.019788736
BSU29570,sspA,0.631285856
BSU29580,thiI,1.07254084
BSU29590,iscS,1.05538568
BSU29630,yttP,0.95825739
BSU29640,ytsP,0.998485593
BSU29650,ytrP,1.153044025
BSU29679,ytzK,0.7700443
BSU29680,acsA,1.166998249
BSU29690,acuA,0.913528392
BSU29700,acuB,0.857356461
BSU29710,acuC,0.912528749
BSU29720,ytxE,0.92514788
BSU29730,ytxD,0.904050467
BSU29740,ccpA,0.824309961
BSU29760,ytxJ,0.797388975
BSU29780,ytxG,0.289860496
BSU29805,ytpS,0.571610044
BSU29820,ytpR,0.91872742
BSU29830,ytpQ,0.718142409
BSU29840,ytpP,0.903635849
BSU29850,ytoQ,1.137227332
BSU29860,ytoP,0.78047295
BSU29870,ytzB,1.17737817
BSU29880,malS,0.877856779
BSU29890,ytnP,0.802991885
BSU29900,trmB,1.012403541
BSU29910,ytzH,0.996589326
BSU29920,ytmP,0.880120217
BSU29930,amyX,1.088616533
BSU29940,ytlR,0.916390229
BSU29950,ytlQ,0.769991634
BSU29960,ytlP,0.778666025
BSU29970,ytkP,1.204268555
BSU29980,ytjP,0.954695362
BSU29990,pbuO,1.042565768
BSU30000,ythQ,0.845772069
BSU30010,ythP,0.949053588
BSU30020,ytzE,1.217375066
BSU30035,ytzG,1.09094666
BSU30050,ytgP,0.743789858
BSU30070,opuD,0.963716246
BSU30080,yteV,1.021403693
BSU30090,yteU,0.980172273
BSU30100,yteT,0.997522475
BSU30110,yteS,0.791217519
BSU30135,yteP,0.92185535
BSU30150,ytdP,1.140407273
BSU30160,ytcQ,0.868785921
BSU30170,ytcP,0.912358026
BSU30180,ytbQ,1.07574403
BSU30190,bioI,0.894025227
BSU30200,bioB,0.891196152
BSU30210,bioD,0.943842358
BSU30220,bioF,0.874174413
BSU30230,bioK,1.096216776
BSU30240,bioW,0.963487795
BSU30250,ytaP,0.991381434
BSU30260,msmR,1.13406286
BSU30270,msmE,1.046307951
BSU30280,amyD,0.937215357
BSU30290,amyC,0.905287029
BSU30300,melA,1.000792551
BSU30330,ytvB,0.834414688
BSU30340,ytvA,1.057748807
BSU30350,yttB,0.840019863
BSU30360,yttA,0.854262653
BSU30370,bceB,1.029493632
BSU30380,bceA,0.987787179
BSU30390,bceS,0.743661612
BSU30400,bceR,0.942348772
BSU30410,ytrF,0.970032259
BSU30420,ytrE,1.039039699
BSU30430,ytrD,0.907077555
BSU30440,ytrC,0.916562016
BSU30450,ytrB,0.776592368
BSU30460,ytrA,0.192874037
BSU30470,ytzC,0.997914243
BSU30480,ytqA,1.043086848
BSU30490,ytqB,1.139423067
BSU30500,ytpB,0.88191542
BSU30510,ytpA,1.034458943
BSU30520,ytoA,1.010774281
BSU30530,ytnA,1.21712141
BSU30570,ytmB,0.972754858
BSU30580,ytmA,1.035276558
BSU30595,ytlA,0.80079928
BSU30610,ytlC,0.945314109
BSU30620,ytlD,0.846374796
BSU30630,ytkD,0.906421616
BSU30640,ytkC,0.529332906
BSU30650,dps,0.90618661
BSU30659,ytzI,1.088184732
BSU30660,ytkA,1.292231344
BSU30670,luxS,0.923499758
BSU30680,ytjA,0.990124746
BSU30690,ytiB,0.993968602
BSU30700,rpmEB,1.002534521
BSU30710,ythA,1.32011829
BSU30720,ythB,1.011059098
BSU30739,ytzL,0.955542403
BSU30740,mntD,0.95395778
BSU30750,mntC,0.827044745
BSU30760,mntB,0.94682147
BSU30770,mntA,0.866715606
BSU30810,ytxM,0.967352889
BSU30830,menF,1.184896365
BSU30840,yteA,1.228227267
BSU30860,ytcA,0.985443953
BSU30870,ytcB,0.811023127
BSU30880,ytcC,1.109151059
BSU30890,ytxO,1.059340389
BSU30900,cotS,0.93945982
BSU30910,cotSA,0.841301801
BSU30920,cotI,0.966417772
BSU30930,ytaB,1.143914748
BSU30940,glgP,1.077049253
BSU30950,glgA,0.983741766
BSU30960,glgD,1.125762561
BSU30970,glgC,1.117543176
BSU30980,glgB,1.042059176
BSU30990,thiT,0.958179987
BSU31000,yuaI,0.888071346
BSU31010,yuaG,1.091531694
BSU31020,yuaF,1.000629521
BSU31030,yuaE,0.892913675
BSU31040,yuaD,1.108630363
BSU31050,gbsB,1.057754788
BSU31060,gbsA,1.034065073
BSU31070,yuaC,0.849169522
BSU31080,yuaB,1.016805018
BSU31090,ktrA,1.091379023
BSU31100,ktrB,1.051552024
BSU31110,yubF,1.207281967
BSU31120,lytG,0.841241547
BSU31130,yubD,0.806258438
BSU31140,cdoA,1.150312286
BSU31150,uppP,0.097820408
BSU31160,yubA,1.137336064
BSU31170,yulF,1.107667228
BSU31180,yulE,1.100855099
BSU31190,yulD,0.966713419
BSU31200,yulC,0.982427494
BSU31210,yulB,1.055537147
BSU31220,yuxG,0.914076043
BSU31230,tlpB,1.091007925
BSU31240,mcpA,0.961042409
BSU31250,tlpA,0.98610861
BSU31260,mcpB,1.041132239
BSU31270,tgl,0.982968096
BSU31279,yuzH,1.046950949
BSU31280,yugU,1.118069553
BSU31290,yugT,1.036453053
BSU31300,yugS,1.025227955
BSU31310,yugP,1.040624452
BSU31319,yuzI,0.83435624
BSU31321,mstX,0.892162031
BSU31322,yugO,0.890193776
BSU31330,yugN,1.064448885
BSU31340,yugM,0.983487615
BSU31350,pgi,0.574157487
BSU31360,yugK,0.9950876
BSU31370,yugJ,0.959266093
BSU31380,yuzA,1.200846165
BSU31390,yugI,0.922316531
BSU31410,yugG,0.676169881
BSU31430,yugE,0.923233289
BSU31450,kinB,0.211528091
BSU31460,kapB,1.017672452
BSU31470,kapD,0.323889528
BSU31480,yuxJ,1.060943165
BSU31490,pbpD,0.511893664
BSU31510,yufK,0.747230545
BSU31520,yufL,0.932992858
BSU31530,yufM,1.050995439
BSU31540,yufN,0.787915501
BSU31550,yufO,0.97652539
BSU31560,yufP,1.100636558
BSU31570,yufQ,0.894076418
BSU31580,maeN,1.075434925
BSU31590,yufS,0.9726674
BSU31670,yuxO,1.005793903
BSU31680,comA,1.05647102
BSU31690,comP,0.481922013
BSU31700,comX,0.25747377
BSU31710,comQ,0.742208841
BSU31720,degQ,0.500640115
BSU31730,yuzC,0.661202629
BSU31740,yuxH,0.81729301
BSU31760,pncA,1.048538098
BSU31770,yueI,1.043978745
BSU31780,yueH,0.929716198
BSU31790,yueG,0.835149581
BSU31800,yueF,1.050380736
BSU31810,yuzE,0.816607901
BSU31820,yuzF,0.929844427
BSU31830,yueE,0.986922372
BSU31840,yueD,1.13387391
BSU31850,yueC,1.197496138
BSU31860,yueB,1.088914605
BSU31875,yukB,0.817413061
BSU31890,yukC,1.043117976
BSU31900,yukD,0.953403152
BSU31910,yukE,0.8256865
BSU31920,yukF,1.016725377
BSU31930,ald,0.802306479
BSU31945,yukJ,1.059114827
BSU31959,ybdZ,1.070796892
BSU31960,dhbF,0.828610926
BSU31970,dhbB,0.983444783
BSU31980,dhbE,0.889206622
BSU31990,dhbC,0.870274934
BSU32000,dhbA,0.908986251
BSU32010,besA,0.728900194
BSU32020,yuiH,0.98446395
BSU32030,bioYB,1.016669095
BSU32040,yuiF,0.928075491
BSU32050,pepA,0.938906444
BSU32060,yuiD,0.842858876
BSU32070,yuiC,0.807623684
BSU32080,yuiB,0.651759082
BSU32090,yuiA,0.941782909
BSU32100,yumB,0.875922936
BSU32120,yuzG,0.983460731
BSU32130,guaC,1.203193614
BSU32140,paiB,1.023354541
BSU32150,paiA,1.044196719
BSU32160,yutM,0.970156087
BSU32180,yutK,0.815693797
BSU32190,yuzB,1.20805315
BSU32200,yutJ,1.035796552
BSU32210,yuzD,1.012527684
BSU32220,yutI,1.150828665
BSU32230,yuxL,1.096423128
BSU32270,yutH,0.742225273
BSU32280,yutG,0.745858351
BSU32310,yutD,0.58959391
BSU32320,yutC,0.819472251
BSU32340,lytH,0.955194257
BSU32350,yunB,0.744283105
BSU32360,yunC,0.907982455
BSU32370,yunD,0.853256194
BSU32380,yunE,0.879426479
BSU32390,yunF,0.901892188
BSU32400,yunG,0.229849004
BSU32410,pucH,1.058873436
BSU32420,pucR,1.058063412
BSU32430,pucJ,0.988426444
BSU32440,pucK,0.921257959
BSU32450,pucL,1.024528306
BSU32460,pucM,1.025989928
BSU32469,yuzJ,0.994928112
BSU32470,pucE,1.12447249
BSU32480,pucD,1.062777288
BSU32490,pucC,1.059417238
BSU32500,pucB,0.972112347
BSU32510,pucA,1.033519086
BSU32520,pucG,0.932418719
BSU32530,pucF,0.977611645
BSU32540,bsn,1.054456411
BSU32550,yurJ,1.032634928
BSU32560,frlR,1.018917754
BSU32570,frlD,1.080836839
BSU32580,frlM,0.959699936
BSU32590,frlN,1.0426484
BSU32600,frlO,0.896023231
BSU32610,frlB,0.95782151
BSU32620,yurQ,0.989338257
BSU32630,yurR,1.00065496
BSU32640,sspG,0.972194329
BSU32650,yurS,0.978579477
BSU32660,yurT,1.161546231
BSU32669,yuzN,0.696761363
BSU32719,yuzK,1.087475353
BSU32720,yurZ,1.067790412
BSU32730,metN,0.783088415
BSU32740,metP,0.762906064
BSU32750,metQ,0.954579769
BSU32760,yusD,0.601791399
BSU32770,yusE,0.772596213
BSU32780,yusF,1.040299376
BSU32790,yusG,0.989172074
BSU32800,yusH,0.420032194
BSU32810,yusI,1.038547808
BSU32820,fadE,0.770911713
BSU32830,fadA,1.035963453
BSU32840,fadN,0.921943435
BSU32849,yuzL,0.889182481
BSU32850,fadM,0.981965383
BSU32859,yuzM,1.005735888
BSU32860,yusN,1.033828186
BSU32870,yusO,0.846365614
BSU32880,yusP,1.134446356
BSU32890,yusQ,1.148015827
BSU32900,yusR,1.011681818
BSU32920,yusT,0.878916106
BSU32930,yusU,0.92633718
BSU32940,yusV,0.820625636
BSU32950,yusW,0.99443746
BSU32960,yusY,0.98686525
BSU32970,yusY,1.11946956
BSU32980,yusZ,1.01826718
BSU32990,mrgA,1.006624653
BSU33000,htrB,0.970508556
BSU33010,cssR,1.223979189
BSU33020,cssS,1.069093954
BSU33029,yuzO,1.315707825
BSU33030,yuxN,0.988554561
BSU33050,gerAA,1.168467632
BSU33060,gerAB,1.100320789
BSU33080,liaR,1.258628485
BSU33090,liaS,0.404982179
BSU33100,liaF,0.410244622
BSU33110,liaG,1.15946299
BSU33120,liaH,1.026593158
BSU33130,liaI,0.896970175
BSU33140,yvqJ,1.399878114
BSU33150,yvqK,0.829592781
BSU33160,yvrA,0.924185957
BSU33170,yvrB,1.027192941
BSU33180,yvrC,0.894244963
BSU33200,yvrE,1.153192416
BSU33210,yvrG,0.920285855
BSU33222,rsoA,1.07064278
BSU33230,sigO,1.019998736
BSU33239,yvrJ,0.89957877
BSU33240,oxdC,0.962738189
BSU33250,yvrL,0.90716596
BSU33260,yvrN,1.069101387
BSU33270,yvrO,0.814495516
BSU33280,yvrP,0.849407149
BSU33290,fhuC,1.098475781
BSU33300,fhuG,1.055506599
BSU33310,fhuB,1.191950995
BSU33320,fhuD,0.922437902
BSU33340,sspJ,1.007717649
BSU33350,yvsG,0.920098674
BSU33360,yvgJ,1.111404158
BSU33370,yvgK,1.233530582
BSU33380,yvgL,0.793983016
BSU33390,yvgM,0.933815467
BSU33400,yvgN,1.130537456
BSU33410,yvgO,1.06540493
BSU33420,nhaK,0.920268303
BSU33450,helD,0.960312833
BSU33470,bdbC,1.105536543
BSU33480,bdbD,1.051607041
BSU33490,copB,0.992570702
BSU33500,copA,0.895027307
BSU33510,copZ,0.913872361
BSU33520,csoR,0.854987834
BSU33530,yvaA,0.962630209
BSU33540,yvaB,1.042878119
BSU33550,yvaC,0.875484316
BSU33560,yvaD,0.979045098
BSU33570,yvaE,0.979298392
BSU33580,yvaF,0.914624517
BSU33590,yvaG,0.987952998
BSU33600,smpB,0.182962412
BSU33610,rnr,0.693706274
BSU33620,yvaK,0.943668416
BSU33630,secG,0.152349982
BSU33640,yvaM,1.207204425
BSU33650,yvzC,0.892076713
BSU33660,rghRA,0.221258065
BSU33670,rghRB,1.101613434
BSU33680,yvaP,0.739386318
BSU33690,yvaQ,1.036162228
BSU33700,opuBD,1.014514523
BSU33710,opuBC,0.963549648
BSU33720,opuBB,1.181153887
BSU33730,opuBA,0.89214162
BSU33740,yvaV,0.82122308
BSU33750,sdpA,1.179186935
BSU33760,sdpB,0.940733488
BSU33770,spbC,0.879424151
BSU33800,opuCD,0.964416258
BSU33810,opuCC,0.955536169
BSU33820,opuCB,0.97848228
BSU33830,opuCA,0.70661007
BSU33840,yvbF,1.035652311
BSU33850,yvbG,0.792690589
BSU33860,yvbH,0.897308222
BSU33870,yvbI,0.862177058
BSU33880,yvbJ,1.066508809
BSU33890,yvbK,0.994635057
BSU33950,cggR,0.770030182
BSU33960,araE,0.856697729
BSU33970,araR,0.555871509
BSU33980,yvbT,0.891882223
BSU33990,yvbU,0.91084202
BSU34000,cyeB,0.968531496
BSU34010,yvbW,0.939472128
BSU34020,yvbX,0.946354532
BSU34030,yvbY,1.013517239
BSU34040,yvfW,1.011503542
BSU34050,yvfV,1.053581468
BSU34060,yvfU,1.127393949
BSU34070,yvfT,0.90278249
BSU34080,yvfS,0.944528619
BSU34090,yvfR,1.059707847
BSU34100,rsbQ,1.238596753
BSU34110,rsbP,0.909773123
BSU34120,ganB,1.008497456
BSU34130,ganA,0.901890957
BSU34140,ganQ,0.973242882
BSU34150,ganP,1.128838876
BSU34160,cycB,1.068590897
BSU34170,ganR,1.079517968
BSU34180,yvfI,0.569116898
BSU34190,yvfH,1.023722372
BSU34200,sigL,1.005005063
BSU34210,yvfG,1.10343956
BSU34220,epsO,1.118247803
BSU34230,epsN,1.002777437
BSU34240,epsM,1.138564331
BSU34250,epsL,1.085850175
BSU34265,epsK,1.106002472
BSU34280,epsJ,1.113243724
BSU34290,epsI,0.933526381
BSU34300,epsH,1.072389048
BSU34310,epsG,1.069728645
BSU34320,epsF,1.009260605
BSU34330,epsE,1.135409472
BSU34340,epsD,1.00754004
BSU34350,epsC,0.704473461
BSU34360,epsB,0.946821321
BSU34370,epsA,0.623143347
BSU34380,slrR,0.814841881
BSU34390,pnbA,0.933419747
BSU34400,padC,1.079480223
BSU34410,yveG,1.06968878
BSU34420,yveF,1.034701727
BSU34430,racX,1.051088657
BSU34440,pbpE,1.102724392
BSU34450,sacB,0.696226215
BSU34460,levB,1.051402106
BSU34470,yveA,0.95365009
BSU34480,yvdT,0.785604652
BSU34490,yvdS,1.063745459
BSU34500,yvdR,1.131447531
BSU34510,yvdQ,0.930424207
BSU34520,yvdP,1.084478904
BSU34530,cotR,1.277192636
BSU34550,pgcM,0.997285253
BSU34560,malL,0.944219441
BSU34570,malK,0.921145265
BSU34580,yvdJ,1.144152228
BSU34590,mdxG,1.104559923
BSU34600,mdxF,0.957777464
BSU34610,mdxE,1.01852795
BSU34620,mdxD,0.916260357
BSU34630,mdxR,0.985792836
BSU34640,yvdD,1.056791886
BSU34650,yvdC,0.942173333
BSU34660,yvdB,1.149469308
BSU34670,yvdA,1.10115342
BSU34680,yvcT,1.073380006
BSU34690,yvcS,1.068571849
BSU34700,yvcR,1.092028967
BSU34710,yvcQ,1.169875718
BSU34720,yvcP,1.152222487
BSU34729,yvzJ,0.936180794
BSU34730,yvcN,0.896151129
BSU34740,crh,1.065875784
BSU34750,whiA,1.110306653
BSU34770,yvcJ,0.659256992
BSU34780,yvcI,0.893929333
BSU34800,cwlO,0.455693229
BSU34810,yvcD,0.796552212
BSU34820,bmrA,1.234304148
BSU34830,yvzA,1.438879003
BSU34840,yvcB,1.137191851
BSU34850,yvcA,0.666924232
BSU34860,hisI,0.190297045
BSU34950,pelC,1.116344191
BSU34960,yvoF,1.041202909
BSU34970,ppaX,1.047525269
BSU34980,yvoD,0.906333918
BSU35010,nagA,1.074710861
BSU35020,nagBA,0.97439917
BSU35030,yvoA,1.020033731
BSU35040,yvnB,0.918935591
BSU35050,yvnA,0.980611227
BSU35060,cypX,0.998156142
BSU35070,yvmC,0.857312943
BSU35080,yvmB,0.624886863
BSU35090,yvmA,1.049163052
BSU35100,yvlD,0.966694916
BSU35110,yvlC,0.951130296
BSU35120,yvlB,0.910562284
BSU35130,yvlA,0.619635971
BSU35140,yvkN,0.980352777
BSU35150,yvzB,0.850010004
BSU35160,uvrA,0.925291219
BSU35170,uvrB,0.906868021
BSU35180,csbA,1.079562748
BSU35190,yvkC,0.923711924
BSU35200,yvkB,0.865582641
BSU35210,yvkA,0.90768673
BSU35220,minJ,0.333101246
BSU35230,swrAA,0.552962962
BSU35239,swrAA,0.724878496
BSU35240,ctpB,0.716618368
BSU35260,ftsE,0.394193254
BSU35270,cccB,0.95436191
BSU35280,yvjA,0.979408134
BSU35310,yvyD,0.848236727
BSU35319,yvzG,0.970801419
BSU35320,fliT,0.824874888
BSU35330,fliS,0.653092624
BSU35340,fliD,0.731060489
BSU35350,yvyC,0.988264252
BSU35360,hag,0.640348699
BSU35370,csrA,1.06757311
BSU35380,fliW,0.843992951
BSU35390,yviE,0.823882158
BSU35400,flgL,0.8268062
BSU35410,flgK,0.80119676
BSU35420,yvyG,0.7010681
BSU35440,yvyF,0.918594236
BSU35450,comFC,1.06420505
BSU35460,comFB,1.071702318
BSU35470,comFA,0.906607057
BSU35480,yviA,0.938324972
BSU35490,degU,0.19555196
BSU35500,degS,0.743576713
BSU35510,yvyE,1.046048924
BSU35520,yvhJ,0.826907633
BSU35540,tuaH,0.839909934
BSU35550,tuaG,1.059812914
BSU35560,tuaF,1.018722366
BSU35570,tuaE,0.871056417
BSU35580,tuaD,0.849955278
BSU35590,tuaC,0.74944519
BSU35609,tuaA,0.752865474
BSU35610,tuaA,0.831129646
BSU35620,lytC,1.342336725
BSU35630,lytB,0.378760166
BSU35650,lytR,0.66596904
BSU35670,gtaB,0.589928075
BSU35679,yvzH,1.007267112
BSU35680,ggaB,0.506634687
BSU35690,ggaA,0.853311619
BSU35698,yvzI,0.535892423
BSU35699,yvzE,1.115188316
BSU35730,tagE,0.642347299
BSU35770,tagC,1.200775671
BSU35780,lytD,0.960921086
BSU35790,yvyI,1.07055503
BSU35800,gerBA,1.106983759
BSU35810,gerBB,1.046065221
BSU35820,gerBC,0.993669619
BSU35830,ywtG,0.922411846
BSU35840,ywtF,1.004664144
BSU35850,ywtE,1.029486415
BSU35860,pgdS,0.949511467
BSU35870,pgsE,1.059351838
BSU35880,pgsA,0.946886579
BSU35890,pgsC,0.906783576
BSU35900,pgsB,0.951376983
BSU35910,rbsR,1.042544628
BSU35920,rbsK,0.957717893
BSU35930,rbsD,1.100771877
BSU35940,rbsA,0.945328461
BSU35950,rbsC,1.08107333
BSU35960,rbsB,1.063757717
BSU35970,ywsB,1.253280754
BSU35980,ywsA,1.192703322
BSU35990,ywrO,1.065508666
BSU36000,alsD,1.094771309
BSU36010,alsS,1.115654443
BSU36020,alsR,0.874551033
BSU36030,ywrK,0.991888961
BSU36040,ywrJ,0.864045442
BSU36050,cotB,0.731401456
BSU36060,cotH,0.154447296
BSU36070,cotG,0.252142562
BSU36080,ywrF,0.958140675
BSU36090,ywrE,1.016628834
BSU36100,ywrD,0.950592146
BSU36110,ywrC,1.003955695
BSU36120,ywrB,1.129408152
BSU36130,ywrA,1.142053107
BSU36140,ywqO,1.144462048
BSU36150,ywqN,1.056394187
BSU36160,ywqM,1.06866009
BSU36170,ywqL,1.032524103
BSU36190,ywqJ,0.87809127
BSU36200,ywqI,0.930875662
BSU36210,ywqH,0.971114746
BSU36220,ywqG,0.965187728
BSU36240,ywqE,1.011978535
BSU36250,ptkA,1.057371792
BSU36260,ywqC,0.98371122
BSU36270,ywqB,0.654270574
BSU36280,ywqA,0.714448929
BSU36290,ywpJ,0.901442749
BSU36300,glcR,0.804257225
BSU36310,ssbB,0.917896293
BSU36320,ywpG,1.22034076
BSU36330,ywpF,0.960029182
BSU36340,ywpE,0.91765635
BSU36360,mscL,1.204533369
BSU36380,rapD,0.986634553
BSU36390,flhP,0.897360589
BSU36400,flhO,1.037904483
BSU36420,spoIIID,0.006340076
BSU36430,usd,0.010928738
BSU36440,ywoH,1.009754
BSU36450,ywoG,1.054401916
BSU36460,ywoF,1.059082277
BSU36470,pucI,0.991491371
BSU36490,ywoC,0.961919702
BSU36500,ywoB,1.139003413
BSU36510,amtB,1.096420029
BSU36520,glnK,1.049867442
BSU36530,bcrC,1.00487201
BSU36540,ywnJ,1.082067554
BSU36550,spoIIQ,0.011310421
BSU36560,ywnH,0.971671093
BSU36570,ywnG,1.191243145
BSU36580,ywnF,1.084979414
BSU36590,clsA,1.170295749
BSU36600,mta,1.054634018
BSU36610,ywnC,1.049862383
BSU36620,ywnB,0.970422999
BSU36630,ywnA,0.34011874
BSU36640,ureC,0.943168979
BSU36650,ureB,1.065598741
BSU36660,ureA,1.055903088
BSU36668,ywzE,1.086571005
BSU36669,ywzF,1.038658342
BSU36670,csbD,1.150264199
BSU36680,ywmF,1.062134872
BSU36690,rapB,0.924720207
BSU36700,moaA,0.752513112
BSU36710,fdhD,1.040927248
BSU36720,ywmE,1.046597111
BSU36730,ywmD,1.186748837
BSU36740,ywmC,1.018915254
BSU36750,spoIID,0.012472782
BSU36770,ywmB,0.049845677
BSU36780,ywzB,0.864855231
BSU36880,atpI,0.913278177
BSU36890,upp,0.843371855
BSU36910,ywlG,1.064020437
BSU36930,ywlE,0.908728334
BSU36940,ywlD,0.983850015
BSU36960,ywlB,0.625077605
BSU36970,spoIIR,0.001366631
BSU36980,ywlA,1.016041
BSU36990,ywkF,1.290819608
BSU37000,prmC,0.798511632
BSU37020,ywkD,1.015272913
BSU37030,racA,0.930525649
BSU37040,ywkB,1.027376875
BSU37050,maeA,0.811234506
BSU37060,tdk,1.006327764
BSU37070,rpmEA,0.58631901
BSU37080,rho,0.928205359
BSU37090,ywjI,0.394877394
BSU37100,murAB,0.315588955
BSU37110,ywjH,0.152479209
BSU37130,spo0F,0.040737317
BSU37140,ywjG,1.013192954
BSU37160,rpoE,0.182004073
BSU37170,acdA,1.123331696
BSU37180,fadF,0.886658889
BSU37190,clsB,1.001089257
BSU37200,ywjD,1.058194602
BSU37210,ywjC,1.096898553
BSU37220,ywjB,0.902307564
BSU37230,ywjA,1.042016584
BSU37240,ywiE,1.00162022
BSU37250,narI,1.076345137
BSU37260,narJ,1.062926232
BSU37270,narH,1.15170138
BSU37280,narG,1.096833908
BSU37290,arfM,0.954332099
BSU37300,ywiC,0.952033706
BSU37310,fnr,0.918081055
BSU37320,narK,1.15328159
BSU37350,sboA,0.804608844
BSU37360,sboX,0.742601727
BSU37370,albA,0.672878048
BSU37380,albB,0.66983624
BSU37390,albC,0.599848264
BSU37400,albD,0.468201652
BSU37410,albE,0.729802499
BSU37430,albG,1.100592099
BSU37440,ywhL,1.159436547
BSU37450,ywhK,1.089638458
BSU37460,rapF,0.878126661
BSU37470,phrF,0.773455104
BSU37480,ywhH,0.995152386
BSU37490,speB,0.806853839
BSU37500,speE,0.505409968
BSU37510,pbpG,1.079437273
BSU37520,ywhD,0.825974041
BSU37530,ywhC,1.115970124
BSU37540,ywhB,1.217550128
BSU37550,ywhA,1.170561558
BSU37560,thrZ,1.229128763
BSU37570,mmr,1.009699782
BSU37580,ywgB,1.027297211
BSU37590,ywgA,0.307034483
BSU37600,ywfO,0.788616604
BSU37610,ywzC,0.867755723
BSU37620,rsfA,0.164035819
BSU37630,ywfM,0.957952356
BSU37650,cysL,1.097492739
BSU37660,pta,0.817083765
BSU37680,ywfH,0.910136223
BSU37690,bacF,0.799911697
BSU37700,bacE,1.03186866
BSU37710,bacD,1.069548713
BSU37720,bacC,0.941959992
BSU37730,bacB,1.005769073
BSU37740,bacA,0.778153369
BSU37750,ywfA,0.968200844
BSU37770,rocB,1.100417426
BSU37780,rocA,0.889559944
BSU37790,rocG,0.738989849
BSU37800,yweA,0.91216703
BSU37810,spsL,0.8216524
BSU37820,spsK,1.068665844
BSU37830,spsJ,0.893414046
BSU37840,spsI,0.631083053
BSU37850,spsG,0.052810708
BSU37870,spsE,0.583500052
BSU37880,spsD,0.560749565
BSU37890,spsC,0.746173934
BSU37910,spsA,0.331534034
BSU37920,ywdL,1.059052627
BSU37930,ywdK,0.579517117
BSU37940,ywdJ,1.038485124
BSU37950,ywdI,0.964139089
BSU37960,ywdH,0.872037959
BSU37970,ung,0.953834461
BSU37980,ywdF,0.964440895
