Class,regulators,gene,locus_tag,t0,t1,t2,t3,t4,t5,t6,t7,t8,g135,g150,g180
E,SigA+,arsR,BSU25810,0,0.2,-0.2,0,0,0.4,0.4,0.8,1.3,0.4,0.5,1.1
E,SigA+,azoR2,BSU33540,0,0.4,1.8,2.7,3.7,4,3.3,3.9,3.3,1.3,1.2,1.6
E,SigA+,ccdA,BSU17930,0,1,2.1,2.3,1.9,1.6,0.9,0.7,-0.3,1.2,0.9,1.1
E,SigA+,citG,BSU33040,0,0.3,0.6,-0.5,-0.8,-1.3,-2.4,-1.4,-2.8,-1.1,-1,-1
E,SigA+,disA,BSU00880,0,1.5,1.2,0.3,-0.1,-0.2,0.4,-0.1,0.8,0.9,1,0.9
E,SigA+,dnaA,BSU00010,0,1.2,0.2,-1.1,-1.6,-2.2,-3,-2.8,-3.6,1.6,1.6,1.7
E,SigA+,dnaG,BSU25210,0,0.7,0,0,0.1,0.4,0.4,0.2,0.4,0.7,0.6,0.7
E,SigA+,dnaN,BSU00020,0,0.8,-0.5,-1.7,-2.2,-2.7,-3.1,-3.3,-3.6,1.5,1.5,1.5
E,SigA+,dra ,BSU39420,0,-0.7,-0.9,-2.4,-2.6,-2.3,-2.6,-2.9,-3,0.3,0.4,0.3
E,SigA+,exuR,BSU12370,0,-0.2,-0.1,2.1,1.4,1.4,1.3,1,1,-0.2,-0.2,-0.2
E,SigA+,exuT,BSU12360,0,0.2,0.4,4.6,4,3.5,3.5,2.4,1.8,-0.2,0.3,-0.1
E,SigA+,fabL,BSU08650,0,-0.5,-0.9,-1.2,-1.6,-2.2,-2.7,-2.6,-2.7,1,1.2,1.2
E,SigA+,ftsY,BSU15950,0,-1.9,-1.5,-1.9,-2.2,-2.8,-2.5,-2.9,-3,0.7,0.3,0.6
E,SigA+,hbs,BSU22790,0,0.3,0.2,0.2,0.1,-0.8,-1.5,-0.9,-1.4,0.2,0.2,0.4
E,SigA+,hmp,BSU13040,0,-2.5,-1.4,-2.2,-1.6,1.1,1.3,0.7,1.4,-1.3,-0.9,-1
E,SigA+,jag,BSU41030,0,0,-0.6,-1.2,-1.9,-2.4,-2.6,-2.3,-2.8,1.9,1.3,1.5
E,SigA+,kinB,BSU31450,0,2.1,2,0.8,0.1,-0.4,-1.3,-1.2,-0.8,-1,-0.6,-0.7
E,SigA+,kinC,BSU14490,0,-0.6,-1.1,-2.7,-3,-3.5,-3.6,-3.2,-3,-0.6,-0.4,-0.5
E,SigA+,kinE,BSU13530,0,1.3,2.3,0.8,0.3,-0.1,-0.8,-0.3,-0.8,-2.5,-2.4,-2.4
E,SigA+,lytE,BSU09420,0,1.7,1.3,0.4,-0.1,-0.5,-2.1,-0.3,-1.4,2.4,2.2,2.4
E,SigA+,mutTA ,BSU30630,0,-0.7,-1.4,-1.2,-1.3,-1,-1.3,-0.9,-0.2,-0.4,-0.4,-0.2
E,SigA+,mutY,BSU08630,0,-0.4,-0.8,-1.5,-1.8,-2.1,-0.9,-1.5,-1.1,1.6,1.6,1.5
E,SigA+,nupC,BSU39410,0,-1,-1.4,-2.7,-2.7,-2.5,-2.3,-2.6,-2.9,0.5,0.3,0.1
E,SigA+,opuD,BSU30070,0,0,-0.1,-0.6,-0.7,-0.7,-0.7,-1.2,-1.9,0.7,0.4,0.3
E,SigA+,pbpF,BSU10110,0,-0.9,-0.8,0,1.1,1,1.7,1.4,1.5,1.4,1.2,1.4
E,SigA+,pdp,BSU39400,0,-1.2,-1.5,-2.7,-2.8,-2.5,-2.1,-2.5,-2.8,0.1,-0.1,-0.3
E,SigA+,phoA,BSU09410,0,1.3,1,1.8,3.6,4.3,4.3,4.1,4.4,0.4,0.8,0.6
E,SigA+,phoB,BSU05740,0,0,0.7,5.3,5.2,5.1,5.2,4.7,4.9,1,1.1,1.3
E,SigA+,phrA,BSU12440,0,1.2,1.5,1.5,1.5,1.4,1.2,1.5,1.1,-4.5,-4.4,-4.7
E,SigA+,phrI,BSU05020,0,0.7,0.6,1.1,2,1.7,1.7,2.1,2.1,-1.8,-1.9,-1.6
E,SigA+,ppiB,BSU23360,0,-0.7,-0.7,-1.1,-1.3,-1.9,-2.2,-1.7,-1.7,0.2,0,0.5
E,SigA+,proH,BSU18480,0,0.8,1.6,3.8,4.3,4.2,3.5,2.8,3.1,0.5,0.6,0.8
E,SigA+,proJ,BSU18470,0,0.6,1.3,3.8,4,3.9,3.4,2.7,3,1.2,1.1,1.2
E,SigA+,pucH,BSU32410,0,0.1,-0.1,2.5,2.8,2.8,2.8,2,1.2,0.6,0.5,0.7
E,SigA+,putB,BSU03200,0,3.6,-3.2,-1.7,-0.5,0.4,0.1,-1.1,-0.2,-4.1,-4.1,-4.2
E,SigA+,putC,BSU03210,0,4.1,-2.6,-0.7,0.4,1,1.2,0.3,1.2,-3.9,-3.8,-3.9
E,SigA+,rapA,BSU12430,0,1.1,1.2,1.1,1.1,1.2,0.9,1.1,0.7,-4.9,-4.7,-5.2
E,SigA+,rapB,BSU36690,0,1,0.7,0.3,-0.1,-0.2,-0.6,-0.4,-1,-0.6,-0.7,-0.8
E,SigA+,rapE,BSU25830,0,0.6,1.4,1.4,0.6,0.6,-0.5,0.9,0.1,-2.1,-1.9,-2.2
E,SigA+,ribH,BSU23250,0,2.5,0,0.3,0.2,0.5,1.8,2,2.1,0.9,1.7,0.6
E,SigA+,rnc,BSU15930,0,-1.3,-0.9,-1.4,-1.7,-2.1,-2.7,-2.7,-3.2,0.2,-0.2,-0.1
E,SigA+,sbp,BSU15270,0,-0.8,-1.4,-2.1,-2.7,-2.9,-3.5,-3.3,-3.7,0.8,0.4,0.4
E,SigA+,smc,BSU15940,0,-1.4,-1.1,-1.6,-2.1,-2.4,-2.9,-2.7,-2.8,1.3,1.1,1.4
E,SigA+,spo0B,BSU27930,0,-0.6,-0.6,-0.9,-1,-0.5,-0.8,-0.8,-0.6,1.2,0.9,1.2
E,SigA+,spo0F,BSU37130,0,0.6,2.1,0.1,-0.2,-0.8,-1.1,-0.9,-1.7,-1,-1.1,-0.9
E,SigA+,spoIIIE,BSU16800,0,-0.1,-0.2,-0.7,-0.7,-0.2,-0.3,-0.4,-0.3,0.7,0.6,0.6
E,SigA+,spoIIIJ,BSU41040,0,0.3,-0.2,-1,-1.5,-2.2,-2.7,-2.2,-3.2,1.8,1.5,1.4
E,SigA+,spoIISA,BSU12830,0,0.1,0.6,1.6,1.9,1.8,2,1.7,1.7,0.8,0.4,0.9
E,SigA+,sspE,BSU08660,0,-0.3,-0.9,1.3,2.3,2.3,2.3,2.3,2.4,0.8,0.6,0.6
E,SigA+,uxaB,BSU12380,0,-0.3,-0.5,0,-0.3,-0.3,0,-0.5,-0.3,0.5,0.8,0.6
E,SigA+,uxuA,BSU12340,0,0.3,0.8,5.6,5,4.8,4.6,4.1,3.8,-0.1,0.4,-0.1
E,SigA+,ydhF,BSU05730,0,0,0.3,4.3,4.2,4,4.4,3.8,4.3,0.9,0.8,1.1
E,SigA+,yhcY,BSU09320,0,0.2,0.5,-0.2,-0.6,-0.4,-0.7,-1.3,-1.3,0,0.2,0
E,SigA+,yhcZ,BSU09330,0,0.4,0.7,0.2,-0.4,0,-0.1,0.1,0.1,-0.4,-0.3,-0.3
E,SigA+,yhjL,BSU10550,0,0.6,0.7,-0.3,-0.6,-0.7,-0.5,0.1,0.3,0.3,0.3,0.4
E,SigA+,yjmC,BSU12320,0,0.3,0.9,6,6.1,6.1,5.6,5.3,5.1,0.1,0.3,-0.1
E,SigA+,yjmD,BSU12330,0,0.2,0.9,5.9,5.6,5.5,5.2,4.7,4.7,-0.2,0.4,-0.2
E,SigA+,yjmF,BSU12350,0,0.2,0.6,5.3,4.7,4.3,4.1,3.4,2.7,-0.1,0.3,-0.1
E,SigA+,yqcK,BSU25800,0,-0.6,-0.9,2.4,2.2,1.6,2.1,1.7,2.1,0.3,0.3,0.6
E,SigA+,yrhA,BSU27260,0,1.8,-0.7,-0.3,-0.5,1.3,2.6,1.3,1.8,1.4,1.2,1.6
E,SigA+,ywoC,BSU36490,0,-1.2,-1.3,0.2,2,2.5,2.7,2.2,2.9,0.2,0.5,0.4
F,"SinR-, SigA+",phrG,BSU40310,0,1.3,2.1,1.6,1.9,1.9,1.3,1.4,1.3,-2.2,-1.7,-1.7
F,"SinR-, SigA+",rapG,BSU40300,0,1.1,1,0.2,-0.4,-1,-0.8,-0.5,-0.5,-0.8,-0.3,-0.7
F,"SinR-, SigA+",sigE,BSU15320,0,0.3,6.2,6.7,6.2,5.8,4.6,5.1,4.5,0.2,0.4,0.3
F,"SinR-, SigA+",sinR,BSU24610,0,0.1,0.8,1.3,1.7,1.7,1.1,1.3,1,-0.6,-1,0
F,"SinR-, SigA+",spo0A,BSU24220,0,1.2,2.5,1.6,1.3,1.2,0.8,0.7,0.7,0.1,-0.1,0.2
F,"SinR-, SigA+",spoIIGA,BSU15310,0,0.4,5.8,6,5.5,4.9,4.2,4.7,4,0.2,0.4,0.1
G,"SinR-, ScoC-",epr,BSU38400,0,0.8,-0.2,-2.5,-3,-3.5,-3.1,-4,-3.5,-5.1,-4.3,-4.9
H,"ScoC-, AbrB-",nprE,BSU14700,0,1.8,0.5,-0.5,-1.3,-1.6,-1.6,-2.4,-2.2,-1.8,-0.7,-1.5
I,"SinR-, AbrB-",rok,BSU14240,0,1.1,1.2,-0.2,-0.8,-1.1,-1.9,-1.1,-0.9,0.8,0.6,1
I,"SinR-, AbrB-",sigF,BSU23450,0,1.4,5.7,5.7,5.5,4.9,4.5,5.1,4.8,-2,-1.9,-1.7
I,"SinR-, AbrB-",sigG,BSU15330,0,0.2,4.6,5.9,6.5,6.3,5.9,5.9,6,0.8,0.3,1.1
I,"SinR-, AbrB-",slrR,BSU34380,0,-0.2,0.5,1.9,1.7,1.3,0.6,0.1,0.3,-0.5,-0.7,-0.9
I,"SinR-, AbrB-",spoIIAA,BSU23470,0,1.5,5.7,5.7,5.7,4.9,4.4,4.8,4.4,-2.3,-2,-2.2
I,"SinR-, AbrB-",spoIIAB,BSU23460,0,1.3,5.8,5.5,5.5,4.7,4.2,4.7,4.4,-2.4,-1.9,-2.2
I,"SinR-, AbrB-",spoVG,BSU00490,0,1.1,1.1,1,1,0.7,0.1,0.8,0.4,-4.4,-3.9,-4.1
J,"SinR-, AbrB-, SigA+",epsA,BSU34370,0,0.1,1.7,2.7,2.3,0.8,-1.9,-2.2,-2.1,-1.9,-1,-1.9
J,"SinR-, AbrB-, SigA+",epsB,BSU34360,0,0,1.8,2.7,2.1,1,-0.7,-1.6,-1.6,-1.8,-1.2,-1.8
J,"SinR-, AbrB-, SigA+",epsC,BSU34350,0,0,1.6,1.9,0.8,-0.4,-2,-2.2,-2.2,-1.4,-0.6,-1
J,"SinR-, AbrB-, SigA+",epsD,BSU34340,0,-0.5,1.1,1.5,0.5,-1.2,-2.8,-2.9,-3,-2,-1.3,-1.6
J,"SinR-, AbrB-, SigA+",epsE,BSU34330,0,-0.8,0.8,1.2,0.3,-1.5,-2.9,-3,-3.1,-2.2,-1.4,-1.8
J,"SinR-, AbrB-, SigA+",epsF,BSU34320,0,-1,0.4,0.8,-0.3,-1.8,-2.6,-2.7,-2.8,-2,-1.5,-1.7
J,"SinR-, AbrB-, SigA+",epsG,BSU34310,0,-1.1,0.1,0.5,-0.5,-2.1,-2.8,-3,-3,-2.1,-1.4,-1.8
J,"SinR-, AbrB-, SigA+",epsH,BSU34300,0,-1.3,0,0.5,-0.6,-2.2,-2.9,-3.1,-3.1,-2.4,-1.6,-2
J,"SinR-, AbrB-, SigA+",epsI,BSU34290,0,-1.4,0,0.3,-0.7,-2.3,-3.2,-3.5,-3.4,-2.7,-2,-2.4
J,"SinR-, AbrB-, SigA+",epsJ,BSU34280,0,-1.4,-0.2,0.2,-0.9,-2.4,-3.1,-3.4,-3.5,-2.7,-2,-2.3
J,"SinR-, AbrB-, SigA+",epsK,BSU34265,0,-1.4,-0.2,0,-1.2,-2.5,-3.1,-3.3,-3.4,-2.6,-1.9,-2.3
J,"SinR-, AbrB-, SigA+",epsL,BSU34250,0,-1.4,0.1,0.2,-1,-2.5,-3.1,-3.3,-3.3,-2.7,-2,-2.5
J,"SinR-, AbrB-, SigA+",epsM,BSU34240,0,-1.3,0.2,0.5,-0.6,-2.2,-3,-2.9,-2.9,-2.9,-2.4,-2.5
J,"SinR-, AbrB-, SigA+",epsN,BSU34230,0,-1.2,0.3,0.5,-0.5,-2.3,-3.1,-3.4,-3.3,-3,-2.4,-2.7
J,"SinR-, AbrB-, SigA+",epsO,BSU34220,0,-1.1,0.3,0.6,-0.3,-2.3,-3.2,-3.4,-3.3,-3.1,-2.6,-2.8
J,"SinR-, AbrB-, SigA+",sipW,BSU24630,0,-0.4,2,1.8,1.6,0.1,-2.2,-2,-1.4,-2.3,-2.1,-2.4
J,"SinR-, AbrB-, SigA+",tapA,BSU24640,0,-0.6,1.4,1.3,1.4,-0.3,-1.8,-1.5,-0.9,-1.9,-2.1,-2.4
J,"SinR-, AbrB-, SigA+",tasA,BSU24620,0,-0.9,1.5,1.9,1.8,0.3,-2.2,-3.4,-3.4,-4.4,-3.8,-4.5
K,"ScoC-, AbrB-, SigA+",bacA,BSU37740,0,4.4,3.5,2.5,1.2,0.6,-1,-0.9,-0.5,-1.7,-1.7,-1.8
K,"ScoC-, AbrB-, SigA+",bacB,BSU37730,0,3.3,2.8,2,0.7,0,-1,-1.6,-2,-2.2,-1.4,-1.8
K,"ScoC-, AbrB-, SigA+",bacC,BSU37720,0,3.7,3,2.3,1,0.3,-0.8,-1.2,-1.7,-1.9,-0.9,-1.3
K,"ScoC-, AbrB-, SigA+",bacD,BSU37710,0,3.2,2.5,1.6,0.4,-0.4,-1.2,-1.8,-2.2,-1.5,-0.9,-1.3
K,"ScoC-, AbrB-, SigA+",bacE,BSU37700,0,2.7,1.9,0.9,-0.4,-1.1,-2,-2.4,-2.6,-1.2,-0.7,-1
K,"ScoC-, AbrB-, SigA+",bacF,BSU37690,0,2.4,1.7,0.6,-0.6,-1.1,-1.5,-2.1,-2.3,-1.2,-0.9,-0.9
L,"SigA+, AbrB-",abrB,BSU00370,0,-0.3,-2.2,-3.1,-3.4,-3.7,-4,-4.2,-4.5,-0.9,-2,0
L,"SigA+, AbrB-",rapH,BSU06830,0,0.4,1.1,0,-0.3,-1,-1.6,-1.7,-3,-4,-3.6,-3.8
L,"SigA+, AbrB-",sigH,BSU00980,0,0.9,1,-0.1,-0.3,-0.8,-2.1,-1.3,-2.2,-0.7,-0.5,-0.6
L,"SigA+, AbrB-",spo0E,BSU13640,0,0.6,0.8,-0.3,-0.3,-0.8,-0.7,-0.3,-0.6,-1.3,-1.3,-1.1
L,"SigA+, AbrB-",ugd,BSU36230,0,-0.8,-0.7,2.3,2.6,2.3,1.6,1.3,0.7,1,1,1.1
L,"SigA+, AbrB-",ywcE,BSU38130,0,1.9,-0.6,2.4,3.2,2.6,3,2.5,3,-2.3,-1.9,-2
M,"SigA+, AbrB+",glpK,BSU09290,0,-1.7,-1.4,-0.7,-0.4,-0.5,0.3,-0.1,0.5,-0.5,1.6,-1.4
M,"SigA+, AbrB+",gntK,BSU40060,0,-0.8,-1.8,-1.8,-2.1,-2.4,-2.5,-2.7,-3.1,1,1.9,0.5
M,"SigA+, AbrB+",gntP,BSU40070,0,-1.3,-2.3,-3.1,-3.5,-3.8,-4,-4.1,-4.4,0.6,1.5,-0.1
M,"SigA+, AbrB+",gntR,BSU40050,0,0.7,-0.2,-0.6,-0.8,-0.9,-1.2,-1,-1.3,2.3,3.1,1.9
M,"SigA+, AbrB+",gntZ,BSU40080,0,-2,-2.6,-2.3,-2.4,-3.1,-3.3,-3.2,-4.2,1.3,1.6,1.2
N,"ScoC-, SinR-, AbrB-, SigA+",aprE,BSU10300,0,4.7,4.4,3.6,3.2,2.7,3.5,3.2,4.1,0.4,-0.4,-0.2
N,"ScoC-, SinR-, AbrB-, SigA+",sinI,BSU24600,0,-0.4,2,2.9,3.2,2.9,2.3,2.7,2.4,-1.1,-0.9,-1.2
