Class,regulators,gene,locus_tag,t0,t1,t2,t3,t4,t5,t6,t7,t8,g135,g150,g180
A,SigH+,yhaR,BSU09880,0,-1,0.5,-0.3,0.3,0.2,0.7,0.4,0.6,-4,-3.2,-3.9
A,SigH+,yhcR,BSU09190,0,1.5,2.8,1.3,0.8,0.3,0.3,0,0.4,-1.5,-1.1,-1.3
A,SigH+,yhcS,BSU09200,0,1.1,2.4,1,0.7,0.1,0.4,-0.3,0.1,-1,-1,-1
A,SigH+,yisK,BSU10750,0,0.8,1.1,-0.6,-1,-1.7,-2.8,-3,-3.2,-3.6,-2.8,-3.1
A,SigH+,yisT,BSU10860,0,0.6,1.9,0.6,0.3,-0.3,0,-0.5,-0.5,-3.1,-2.6,-2.6
A,SigH+,ykoM,BSU13340,0,0.6,1,0.1,0.8,1,0.3,0.5,0.5,-5.6,-4.2,-5.1
A,SigH+,ynaD,BSU17520,0,0.6,1,0.2,0,-0.7,-2.1,-1.5,-1,-1.4,-1,-1.2
A,SigH+,yobO,BSU19030,0,1.1,2.7,1.8,1.9,1.6,1.6,1.4,1.3,-2.6,-2.5,-2.6
A,SigH+,yoeA,BSU18370,0,0.1,0.9,-0.6,-0.9,-1.3,-1.8,-2,-2.6,-2.4,-2.2,-2.3
A,SigH+,ypgQ,BSU21890,0,1.5,2,0.8,0.1,-0.3,-1.3,-1.2,-1.6,-0.7,-0.5,-0.6
A,SigH+,ypgR,BSU21880,0,0.9,1.2,0.2,-0.5,-0.7,-1,-1,-2.1,0,0,0.1
A,SigH+,ypiB,BSU22580,0,0.6,1.5,0.9,0.8,0.7,-0.1,-0.1,-0.1,-2.1,-2.2,-2.2
A,SigH+,ypiF,BSU22570,0,0.2,1,0.2,0.4,-0.2,-1.1,-1.1,-1.5,-3.2,-2.8,-3.3
A,SigH+,yrvJ,BSU27580,0,-0.5,-0.1,-1.6,-2.2,-2.5,-3.3,-3,-3.8,-0.6,-0.9,-0.7
A,SigH+,ytxG,BSU29780,0,0,0.7,-0.3,-0.5,-1.2,-1.7,-1.5,-1.9,-1.5,-1.6,-1.4
A,SigH+,ytxH,BSU29770,0,0.1,1,0.3,0.1,-0.1,-0.8,-0.5,-0.7,-1.4,-1.5,-1.3
A,SigH+,ytxJ,BSU29760,0,0.2,1.2,0.4,0.4,0.1,-0.4,-0.3,-0.4,-1.3,-1.7,-1.6
A,SigH+,yuxL,BSU32230,0,0,0.7,-0.4,-0.5,-0.6,-1.3,-1.7,-1.5,-0.4,-0.3,-0.2
A,SigH+,yvyD,BSU35310,0,0.7,0.6,-0.6,-0.6,-0.8,-1.1,-1.2,-0.8,-5.4,-5.2,-5.5
B,Spo0A+,abbA,BSU14120,0,1.4,2.2,1.6,2.3,2.3,0.9,1.5,0.9,0.5,0.5,0.4
B,Spo0A+,accA,BSU29200,0,-0.2,0.6,0,-0.5,-0.9,-1.6,-1.1,-1.6,1,0.7,0.9
B,Spo0A+,accD,BSU29210,0,0.3,0.9,0.4,0.1,-0.2,-1.1,-0.6,-0.8,1.1,1.1,1.1
B,Spo0A+,ccpC,BSU14140,0,1,1.5,0.6,1.2,1.1,0.2,0.5,0,0.7,0.8,0.6
B,Spo0A+,kinC,BSU14490,0,-0.6,-1.1,-2.7,-3,-3.5,-3.6,-3.2,-3,-0.6,-0.4,-0.5
B,Spo0A+,putB,BSU03200,0,3.6,-3.2,-1.7,-0.5,0.4,0.1,-1.1,-0.2,-4.1,-4.1,-4.2
B,Spo0A+,putC,BSU03210,0,4.1,-2.6,-0.7,0.4,1,1.2,0.3,1.2,-3.9,-3.8,-3.9
B,Spo0A+,putP,BSU03220,0,3.9,1.3,0.7,1,1.2,1.1,-0.2,0.4,0.5,0.7,0.1
B,Spo0A+,sdpB,BSU33760,0,3.4,3.3,1.8,1.5,0.1,-2.8,-1.4,-2.1,-3.8,-4.2,-4.1
B,Spo0A+,sdpC,BSU33770,0,0.9,1,0.9,0.9,0.8,-0.7,-0.1,-2,-5.8,-5.8,-5.8
B,Spo0A+,sigE,BSU15320,0,0.3,6.2,6.7,6.2,5.8,4.6,5.1,4.5,0.2,0.4,0.3
B,Spo0A+,sigG,BSU15330,0,0.2,4.6,5.9,6.5,6.3,5.9,5.9,6,0.8,0.3,1.1
B,Spo0A+,sirA,BSU17900,0,0.5,5.5,4.5,4,3.4,0.9,2.1,1.2,0.9,0.9,0.9
B,Spo0A+,skfA,BSU01910,0,0.9,3.6,3.7,3.6,3.4,3.4,3.2,3.3,-2.9,-2.5,-2.3
B,Spo0A+,skfB,BSU01920,0,1.2,4.5,3.8,3.5,2.2,0.9,1.3,0.3,-1.3,-1.1,-1.2
B,Spo0A+,skfC,BSU01935,0,1.1,4.2,3.5,3,1.8,0.6,1,-0.1,-1.4,-1.1,-1.2
B,Spo0A+,skfE,BSU01950,0,1.5,3.7,2.9,2.6,1.4,0.4,0.5,-0.6,-1.6,-1.4,-1.5
B,Spo0A+,skfF,BSU01960,0,1.6,3.9,3.1,2.6,1.5,0.6,0.7,-0.4,-1,-0.9,-1
B,Spo0A+,skfG,BSU01970,0,1.7,3.8,3.2,2.8,1.8,0.8,1.1,-0.1,-1,-1,-0.8
B,Spo0A+,skfH,BSU01980,0,1.7,3.9,3.3,2.9,1.9,0.9,1.4,0.6,-0.7,-0.9,-0.7
B,Spo0A+,spoIIE,BSU00640,0,-0.4,5.7,5.3,4.5,4.1,3.1,3.9,3.5,3.2,2.7,3.1
B,Spo0A+,spoIIGA,BSU15310,0,0.4,5.8,6,5.5,4.9,4.2,4.7,4,0.2,0.4,0.1
B,Spo0A+,yerB,BSU06570,0,-1.8,-0.5,-0.9,-0.7,-0.7,-1.4,-1.2,-1.2,-0.8,-1,-1.2
B,Spo0A+,yerC,BSU06580,0,-2,-0.8,-1.3,-0.9,-1.1,-1.5,-1.4,-1.2,-1,-1.4,-1.3
B,Spo0A+,yfmJ,BSU07450,0,1.1,1.8,0.5,-0.1,-0.6,-0.9,-1,-1.6,-0.2,-0.1,-0.4
B,Spo0A+,yisI,BSU10730,0,1.1,3.3,2.6,3,3.7,4.3,3.9,4.1,-0.6,-0.9,-0.6
B,Spo0A+,yjcM,BSU11910,0,1,-0.2,-2.1,-2.3,-3.3,-4.9,-3.8,-3.6,-2.6,-1.3,-2.5
B,Spo0A+,ykuJ,BSU14100,0,0.3,0,0.4,1.3,1.4,0.2,0.3,0.1,1.6,1.7,1.7
B,Spo0A+,ykuK,BSU14110,0,0.2,-0.1,0.4,1,1,0,0.1,-0.3,1.8,1.6,1.5
B,Spo0A+,ykuL,BSU14130,0,0.4,1.3,0.8,1.1,0.9,-0.7,0,-0.9,-0.8,0.2,-0.8
B,Spo0A+,yneF,BSU17910,0,0.4,0.6,0.1,-0.1,-0.4,-2.1,-1,-1.5,0.9,1.1,1
B,Spo0A+,yocH,BSU19210,0,1.2,2.7,2.5,2.9,2.9,0.9,2.5,0.4,0.2,-0.7,-0.2
B,Spo0A+,yppD,BSU22280,0,0.5,5.2,3.4,3.1,3,2.4,3.2,3.3,-0.3,-0.3,-0.1
B,Spo0A+,yppE,BSU22270,0,0,3.4,2.3,2,1.9,1.4,2.3,2.2,0.8,0.5,1.7
B,Spo0A+,yqcF,BSU25870,0,-0.6,0.6,-0.5,-0.8,-1.5,-2.2,-1.3,-1.9,-0.9,-1.1,-1.3
B,Spo0A+,yqcG,BSU25860,0,0.2,1.6,0.4,0.2,-0.3,-1.5,-0.7,-1.7,-0.4,-0.1,-0.5
B,Spo0A+,yqxI,BSU25890,0,-0.9,1.2,-0.3,-0.9,-2.1,-3.1,-3,-4.2,-3.1,-3,-2.7
B,Spo0A+,yqxJ,BSU25880,0,-0.5,1.5,-0.1,-0.6,-1.8,-2.8,-2.4,-3.3,-2.7,-2.8,-2.4
B,Spo0A+,yusD,BSU32760,0,0.7,2.6,1.5,1.5,1,0.5,0.6,0.5,-0.4,-0.5,-0.5
B,Spo0A+,yusE,BSU32770,0,0.9,1,0.7,0.6,0.9,1.1,0.9,1.4,0,0,0.2
B,Spo0A+,yxbD,BSU39870,0,3.5,3,2.1,1.6,0.6,-0.8,-0.4,-0.9,-1.1,-0.6,-0.8
B,Spo0A+,yybN,BSU40580,0,0.5,0,-1.4,-1.6,-2.5,-3.8,-3.3,-4.7,-0.7,-0.5,-1.2
C,Spo0A-,abrB,BSU00370,0,-0.3,-2.2,-3.1,-3.4,-3.7,-4,-4.2,-4.5,-0.9,-2,0
C,Spo0A-,cheA,BSU16430,0,-0.5,-2.1,-3.6,-4.2,-4.8,-4.9,-5.4,-5.6,-2.5,-1.8,-2.4
C,Spo0A-,cheB,BSU16420,0,-0.5,-2.2,-3.8,-4.4,-4.8,-5,-5.3,-5.4,-2.4,-1.7,-2.3
C,Spo0A-,cheC,BSU16450,0,-0.9,-2.2,-3.8,-4.4,-4.8,-5,-5.4,-5.4,-2.5,-1.7,-2.4
C,Spo0A-,cheD,BSU16460,0,-0.8,-2.1,-3.8,-4.4,-4.9,-5.1,-5.5,-5.5,-2.5,-1.9,-2.4
C,Spo0A-,cheW,BSU16440,0,-0.7,-2.1,-3.6,-4.2,-4.7,-5,-5.5,-5.7,-2.5,-1.9,-2.5
C,Spo0A-,cheY,BSU16330,0,-0.1,-2.1,-3.4,-3.8,-4.5,-4.6,-5,-5.9,-2.8,-2.1,-2.8
C,Spo0A-,comZ,BSU11310,0,-1,-1.1,-1.5,-1.5,-2.1,-2.6,-1.8,-1.1,0.3,0,0.5
C,Spo0A-,divIVA,BSU15420,0,0.8,0.6,-0.2,-0.6,-1.1,-1.9,-1.1,-2.2,0.5,0.3,0.6
C,Spo0A-,dltA,BSU38500,0,-1.3,-3.2,-4.2,-4.7,-4.3,-3,-3.9,-3.8,0.4,0.7,0.5
C,Spo0A-,dltB,BSU38510,0,-1.6,-3.7,-5.1,-5.9,-5.6,-4.6,-5.4,-5.1,0.2,0.5,0.2
C,Spo0A-,dltC,BSU38520,0,-1.9,-4,-5.5,-6.3,-6.4,-5.6,-6.7,-6.4,0.1,0.4,0.1
C,Spo0A-,dltD,BSU38530,0,-2.2,-4.1,-5.7,-6.5,-6.6,-5.9,-6.7,-6.2,0,0.3,0
C,Spo0A-,dltE,BSU38540,0,-2.3,-3.9,-4.5,-4.2,-3.9,-3.8,-4.1,-4.3,0.1,0.3,-0.1
C,Spo0A-,dnaA,BSU00010,0,1.2,0.2,-1.1,-1.6,-2.2,-3,-2.8,-3.6,1.6,1.6,1.7
C,Spo0A-,dnaN,BSU00020,0,0.8,-0.5,-1.7,-2.2,-2.7,-3.1,-3.3,-3.6,1.5,1.5,1.5
C,Spo0A-,flgB,BSU16180,0,0.8,-0.5,-2.4,-2.7,-3.3,-3.7,-3.3,-4.2,-1.7,-1.3,-1.5
C,Spo0A-,flgC,BSU16190,0,0.7,-0.7,-2.4,-2.9,-3.4,-4.1,-3.7,-4.3,-2,-1.5,-1.8
C,Spo0A-,flgE,BSU16290,0,0.2,-1.6,-3.1,-3.6,-4.1,-3.6,-4.2,-4.5,-2.6,-1.8,-2.5
C,Spo0A-,flhA,BSU16390,0,-0.4,-2.3,-3.9,-4.4,-4.7,-4.9,-5.1,-5.2,-2.3,-1.6,-2.3
C,Spo0A-,flhB,BSU16380,0,-0.1,-2.1,-3.7,-4.3,-4.5,-4.7,-5.1,-5.3,-2.2,-1.5,-2.1
C,Spo0A-,flhF,BSU16400,0,-0.5,-2.2,-3.8,-4.4,-4.8,-4.9,-4.9,-5.1,-2.5,-1.8,-2.4
C,Spo0A-,fliE,BSU16200,0,0.7,-0.7,-2.4,-3,-3.3,-3.9,-3.3,-3.7,-2.2,-1.6,-2
C,Spo0A-,fliF,BSU16210,0,0.6,-0.9,-2.5,-2.9,-3.4,-4.2,-3.7,-4.1,-2.2,-1.6,-2
C,Spo0A-,fliG,BSU16220,0,0.3,-1.3,-2.6,-3.1,-3.6,-4,-3.9,-4.4,-2.3,-1.7,-2.3
C,Spo0A-,fliH,BSU16230,0,0.4,-1.2,-2.7,-3.1,-3.8,-4.1,-3.7,-4.3,-2.3,-1.5,-2.1
C,Spo0A-,fliI,BSU16240,0,0.2,-1.4,-3,-3.5,-4,-4.5,-4.8,-5.2,-2.3,-1.6,-2.3
C,Spo0A-,fliJ,BSU16250,0,0.5,-1,-2.6,-3,-3.6,-3.6,-3.4,-3.4,-2.1,-1.5,-1.9
C,Spo0A-,fliK,BSU16270,0,0.4,-1.2,-2.9,-3.4,-3.9,-3.9,-3.7,-3.9,-2.5,-1.6,-2.2
C,Spo0A-,fliL,BSU16300,0,0,-1.7,-3.1,-3.7,-4.4,-4.2,-4.1,-4,-2.8,-2,-2.6
C,Spo0A-,fliM,BSU16310,0,-0.1,-1.9,-3.5,-4.1,-4.9,-5,-5.2,-5.4,-2.8,-2,-2.6
C,Spo0A-,fliP,BSU16350,0,0,-1.9,-3.4,-3.9,-4.5,-4.6,-4.8,-4.9,-2.7,-2,-2.7
C,Spo0A-,fliQ,BSU16360,0,-0.4,-2.2,-3.5,-4.1,-4.5,-4.6,-5.2,-5.4,-2.5,-1.6,-2.4
C,Spo0A-,fliR,BSU16370,0,-0.2,-2.2,-3.5,-4.1,-4.5,-4.8,-5.2,-5.5,-2.3,-1.6,-2.3
C,Spo0A-,fliY,BSU16320,0,-0.3,-2,-3.6,-4.3,-5,-5.5,-5.5,-5.9,-2.8,-1.9,-2.6
C,Spo0A-,fliZ,BSU16340,0,-0.1,-1.9,-3.4,-4,-4.5,-4.7,-5,-5.2,-2.8,-2.1,-2.8
C,Spo0A-,ftsE,BSU35260,0,0.7,-0.8,-2.2,-2.8,-2.9,-4.2,-3.9,-4.2,0.7,0.6,0.5
C,Spo0A-,ftsX,BSU35250,0,0.5,-0.7,-2,-2.8,-2.9,-3.7,-3.5,-3.5,0.8,0.4,0.5
C,Spo0A-,med,BSU11300,0,-1.1,-1.5,-1.4,-1.3,-1.8,-2,-2.5,-2.4,-0.4,-0.7,-0.3
C,Spo0A-,metS,BSU00380,0,-0.2,-0.5,0,-0.5,-1.3,-1.2,-1,-2,0.4,0.5,0.4
C,Spo0A-,nfrA,BSU38110,0,-0.4,-0.7,0.3,0.6,0.6,0.9,0.5,1,0.7,0.5,0.9
C,Spo0A-,pdxS,BSU00110,0,0.3,-0.6,-0.9,-1.6,-1.8,-2.2,-1.9,-2,-0.4,-0.3,-0.4
C,Spo0A-,pdxT,BSU00120,0,0.1,-0.8,-0.9,-1.4,-1.6,-2.2,-1.9,-2.2,-0.5,-0.6,-0.6
C,Spo0A-,phrA,BSU12440,0,1.2,1.5,1.5,1.5,1.4,1.2,1.5,1.1,-4.5,-4.4,-4.7
C,Spo0A-,pit,BSU12840,0,-0.6,-1.8,-1.6,-1.1,-0.7,-0.8,-0.8,-0.5,1.5,1.3,1.4
C,Spo0A-,rocD,BSU40340,0,-4.8,-5.1,-6.7,-7.3,-7.6,-6.7,-8,-6.5,-6.5,-6.1,-6.5
C,Spo0A-,rocE,BSU40330,0,-4.6,-5,-5.1,-5.5,-5.9,-5.4,-6.1,-6.4,-4.1,-4.2,-4.3
C,Spo0A-,rocF,BSU40320,0,-4.4,-4.9,-4.7,-4.9,-5.5,-5.2,-5.5,-5.5,-3.5,-4,-3.9
C,Spo0A-,rok,BSU14240,0,1.1,1.2,-0.2,-0.8,-1.1,-1.9,-1.1,-0.9,0.8,0.6,1
C,Spo0A-,sepF,BSU15390,0,0.5,0.5,0.5,0.5,0.3,0.1,-0.1,-0.2,0.5,0.3,0.5
C,Spo0A-,sigD,BSU16470,0,-0.7,-2,-3.7,-4.2,-4.7,-5.1,-5.2,-5.4,-2.3,-1.7,-2.2
C,Spo0A-,sinR,BSU24610,0,0.1,0.8,1.3,1.7,1.7,1.1,1.3,1,-0.6,-1,0
C,Spo0A-,soj,BSU40970,0,0.5,0.2,-1.2,-1.6,-2.4,-4,-3.7,-4.5,0,0,0.1
C,Spo0A-,spo0J,BSU40960,0,0.3,0,-1.3,-1.8,-2.4,-3.4,-2.9,-4.1,-0.1,-0.1,-0.1
C,Spo0A-,swrB,BSU16480,0,-0.6,-1.8,-0.1,-0.3,-1.1,-1.2,-0.9,-1.8,-2.1,-1.6,-2.1
C,Spo0A-,tagV,BSU35520,0,0.5,-0.3,-1.5,-1.9,-2,-1.9,-2.1,-2,1,0.8,1.1
C,Spo0A-,tkt,BSU17890,0,-0.2,-1.3,-1.5,-1.7,-2,-2,-1.9,-2,0,0.1,-0.2
C,Spo0A-,ykaA,BSU12850,0,0.2,-1.2,-1.6,-1,-0.7,-0.9,-0.6,-0.5,1.7,1.7,2
C,Spo0A-,ylmD,BSU15370,0,0.9,0.7,0.6,0.4,0.1,-0.5,-0.2,-1,0.5,0.6,0.5
C,Spo0A-,ylmE,BSU15380,0,0.9,0.6,0.6,0.4,0.2,-0.2,-0.1,-0.7,0.8,0.7,0.7
C,Spo0A-,ylmG,BSU15400,0,0.7,0.4,0.4,0.5,0.2,-0.2,-0.1,-0.5,0.6,0.4,0.2
C,Spo0A-,ylmH,BSU15410,0,0.7,0.3,-0.4,-0.9,-1.2,-2.4,-1.5,-2.7,1,0.8,0.8
C,Spo0A-,ylxF,BSU16260,0,0.3,-1.3,-3,-3.5,-3.9,-4.1,-4.4,-4.7,-2.1,-1.5,-2
C,Spo0A-,ylxG,BSU16280,0,0.4,-1.4,-3,-3.6,-3.9,-4,-3.9,-4.1,-2.6,-1.6,-2.3
C,Spo0A-,ylxH,BSU16410,0,-0.5,-2.1,-3.9,-4.5,-4.8,-4.7,-5.1,-5.2,-2.5,-1.7,-2.4
C,Spo0A-,yqzC,BSU24940,0,-0.9,-1.3,-2.2,-2.2,-2.3,-1.6,-1.8,-1.8,0.6,0.2,0.8
C,Spo0A-,yqzD,BSU24930,0,-0.5,-1.2,-2,-1.8,-2.3,-2.2,-1.9,-2,0.3,0.4,0.9
C,Spo0A-,yrrL,BSU27370,0,-0.8,-1.9,-2.1,-2.1,-2.6,-2.9,-3,-3.3,0.5,0.4,0.5
C,Spo0A-,yuxH,BSU31740,0,-0.9,-2,-3.9,-4.5,-4.6,-4,-3.1,-2.6,0.2,-0.2,0
C,Spo0A-,yvyE,BSU35510,0,0.9,-0.1,-1.6,-1.9,-1.8,-2.3,-2.1,-2.6,1,0.9,1.3
C,Spo0A-,ywcH,BSU38100,0,-0.5,-0.7,-0.6,0,0.7,0.8,0.3,0.1,1,0.9,1.1
D,Spo0A-/+,rapA,BSU12430,0,1.1,1.2,1.1,1.1,1.2,0.9,1.1,0.7,-4.9,-4.7,-5.2
D,Spo0A-/+,sdpA,BSU33750,0,3.1,3.3,1.9,1.9,0.5,-1.9,-1.3,-1.7,-3.5,-3.9,-3.9
D,Spo0A-/+,yfmI,BSU07460,0,2.2,2.4,0.5,-0.6,-1.4,-2.2,-1.6,-1.3,-0.4,-0.4,-0.4
D,Spo0A-/+,yxbC,BSU39880,0,4,4.1,4,3.6,2.7,2.1,2.5,2.2,-2.8,-2.5,-2.9
E,"Spo0A-, SigH+",dnaG,BSU25210,0,0.7,0,0,0.1,0.4,0.4,0.2,0.4,0.7,0.6,0.7
E,"Spo0A-, SigH+",lytE,BSU09420,0,1.7,1.3,0.4,-0.1,-0.5,-2.1,-0.3,-1.4,2.4,2.2,2.4
E,"Spo0A-, SigH+",sigA,BSU25200,0,0.2,-1.5,-0.3,-0.5,-0.2,0.3,0.1,0.4,0.9,0.2,0.7
E,"Spo0A-, SigH+",yqxD,BSU25230,0,0.5,-0.2,0.4,0.9,0.9,0.5,0.5,0.4,0.6,0.5,0.6
F,"Spo0A+, SigH+",kinA,BSU13990,0,0.7,1.5,-0.1,-0.5,-1.1,-1.8,-1.1,-1.7,-2.3,-1.8,-2.1
