locus,Protein_short,Protein_synonyms_UniProt,0,15,30,45,60,75,90,105,120,135,150,165,180,210,240,270,300,330,360,390,420,450,480
BSU01920,skfB,skfB,0.792938019,0.210423082,1.211152545,0.112500356,1.469470892,0.727068589,1.03931408,0.048480684,0.565660585,0.570946799,0.586130823,0.223480387,-0.259869538,0.808198443,0.165186398,-0.941292833,-2.110997542,-1.331445172,-1.257989654,-2.010045545,-1.129854572,-0.013680054,0.524223228
BSU24620,tasA,tasA,-0.432450692,-0.508993812,1.872365142,-0.00113578,0.531010417,-0.539228292,0.396030132,2.065083912,1.757103516,-1.208275451,0.408716517,-0.389553274,0.937028331,0.324651505,0.81622714,-0.419223339,-0.865100291,-0.58378039,-1.249427542,0.209927149,-1.260488206,-1.347734116,-0.512752578
BSU29090,polA,polA,-0.551101848,-0.187035856,1.845945102,2.395470635,1.282105637,-0.512793149,-0.28861418,0.239017636,0.023689481,0.544123152,0.603255281,0.673982338,0.105334271,0.483907078,0.126226777,-0.377143118,-1.045703926,-1.944543365,-1.422387014,-0.349957027,-1.184001307,-0.689313858,0.229537262
BSU06030,groEL,groL,0.853143844,0.945825238,1.064222135,0.984960396,0.645984895,0.769334534,0.698448964,0.719643457,0.76193573,0.645214554,0.627921675,0.399892085,0.451036152,-0.195477135,-0.752421075,-0.909955883,-1.374775955,-1.681466889,-1.894467489,-1.85759581,-1.014912001,-0.317149343,0.430657923
BSU06020,groES,groS,1.006236263,1.519474906,1.120537961,1.162450154,0.879378245,0.722344581,0.374584697,0.683307605,0.093316457,0.589112771,0.043193161,0.164823029,-0.109267626,-0.054527607,-0.636030909,-1.111448514,-1.612043151,-1.961604678,-1.637676072,-1.498658891,-0.497096107,0.048296504,0.71129722
BSU38170,qoxA,qoxA,1.882288275,1.647943291,1.302676436,1.266159047,0.578363644,0.468970644,0.20649742,0.655670019,0.235638076,0.024801742,0.374607866,0.158914452,0.096368975,0.098695278,-0.665779253,-0.729354267,-1.516188936,-1.47347227,-0.854202022,-1.823089606,-1.174066054,-0.438163777,-0.323278982
BSU36830,atpA,atpA,1.796623835,1.526278977,1.25761292,1.413254153,0.797711972,0.640309828,0.442377801,0.038234229,0.058763511,0.084408915,0.20655608,0.612931669,0.015047119,0.527445392,-0.711422411,-0.856210861,-1.121841489,-1.222791615,-1.299229384,-1.565758782,-1.307816071,-0.968051438,-0.364434351
BSU01160,rplC,rplC,1.455050863,1.389547544,1.409370941,1.096380506,0.850159837,0.554388862,0.290005397,0.468761793,-0.147050325,0.060019178,0.104478905,-0.110113676,-0.107888197,0.085844484,-0.323665271,-0.566759941,-1.454410712,-1.451343457,-2.553696939,-0.325068074,-1.328444756,0.037437817,0.566995219
BSU24030,bkdB,bfmB2,1.616895657,1.087660827,-1.168110057,0.696967589,0.774586904,0.851738962,0.774924009,1.085282883,0.898825509,0.342937438,-0.440356488,0.323861949,-0.083517348,0.451887641,-0.273004126,0.3146834,-1.172408483,-1.116369915,-1.905598193,-1.852348636,-1.368433315,-0.108285345,0.26817914
BSU33040,fumC,fumC,1.469181226,1.208505134,1.374313193,1.278030216,0.719649016,0.101847168,0.072079538,0.663783457,0.421382848,0.18887634,0.534254693,0.06008238,0.453494761,0.132452096,-0.272854269,-0.038013444,-1.094737985,-1.287298302,-1.812217241,-1.929234985,-1.586605241,-0.822799274,0.165828673
BSU36810,atpD,atpD,1.510280387,1.645659114,1.76409948,1.395819927,0.74633279,0.464695278,0.493745958,0.676008218,0.010574827,0.079900811,0.25075454,0.053294005,-0.310652972,-0.060531713,-1.086229832,-0.949795411,-0.726763044,-1.273948885,-1.513041282,-1.398468252,-1.260560285,-0.486436721,-0.024736939
BSU15910,fabG,fabG,0.721831759,0.818787366,0.951979781,1.088730856,0.461518282,0.70477877,0.449384848,0.671088829,0.942047198,0.469347682,0.800370191,0.621874981,0.827654762,0.447462307,-0.88399888,-0.765776873,-0.150285796,-2.248110259,-1.596179975,-1.476353038,-1.464270916,-0.854072312,-0.537809565
BSU01330,rpsE,rpsE,2.196589137,2.127287859,1.845714291,1.197663902,0.358257927,0.376612663,0.061781159,0.213815345,-0.43195944,-0.385094434,0.088009251,-0.083990769,-0.449462563,-0.393274115,-0.762632764,-0.601020422,-0.87899089,-1.143970194,-1.20903548,-1.243581535,-0.702987116,-0.43610519,0.256373378
BSU01300,rpsH,rpsH,1.755138314,1.964628066,1.607621648,1.183884088,0.623998827,0.153736724,-0.420775772,0.146152235,-0.19721301,0.126340991,0.253726323,-0.146069392,-0.67157718,-0.286484964,-0.547321949,-1.46080501,-0.026717851,-1.205026218,-0.823232201,-1.902422668,-0.871069561,-0.16221703,0.905705589
BSU01370,adk,adk,2.061611139,1.470953239,1.214849311,0.864952995,0.062023424,-0.105715024,-0.227424978,-0.343907847,-0.643611475,-0.206050928,-0.177656774,0.281662808,-0.00446086,0.760701261,-0.911933892,-1.405033489,-0.509741803,-1.943635782,-0.751435466,-1.392980091,-0.345804082,1.239551504,1.013086809
BSU26230,yqaP,yqaP,1.489346273,1.042330339,1.105085945,0.898276749,0.714551531,0.670286624,0.484400322,0.673728615,0.811501278,0.073866941,0.294058281,-0.565945418,0.169136731,0.504769727,-0.095729254,-0.742127023,-0.866942109,-0.728822398,-2.280581749,-2.340432663,-0.940640168,-0.4933116,0.123193026
BSU01190,rplB,rplB,1.792914796,1.639931455,1.268899847,1.001346498,0.855560571,0.54764136,0.242323612,0.348541324,-0.101346315,0.056522489,-0.251243931,-0.374397101,-0.190679715,-0.284963955,-0.523175177,-0.594819473,-0.770570832,-0.724801877,-2.070351541,-2.28208957,-0.381006368,0.055724597,0.740039308
BSU16500,tsf,tsf,1.378469038,1.059617973,0.862930672,0.85251657,0.564279717,0.455904336,0.566497945,1.059116264,0.518559425,0.270601293,0.514376143,0.373612586,0.393411622,-0.105665539,-0.971232284,-1.321965656,-1.51456479,-1.82796492,-1.60785449,-1.522197677,-0.781080919,-0.098368067,0.881000759
BSU33400,yvgN,yvgN,0.841067428,0.894682157,0.851823573,0.778992957,0.744259168,0.800744647,-0.056676782,0.889616434,0.998893867,0.162901158,0.711416117,0.678467355,-0.076225033,0.010907849,-0.105261609,-1.39382647,-1.46164017,-1.246044294,-2.058656916,-2.110288867,-0.661617573,0.598319778,0.208145227
BSU06710,swrC,swrC,0.777747988,0.475229235,0.242891725,0.638477143,-0.131753228,0.366764512,-0.112689107,0.213681591,0.182315222,1.354261196,0.270497541,0.613307394,0.361989791,-0.228708085,0.059055656,-0.059727524,-0.661646554,1.433426451,0.27160697,-3.006074061,-2.427585195,-0.69673754,0.063668877
BSU27320,greA,greA,1.10905368,0.726935985,0.596389998,0.429035451,0.267140999,0.284760631,0.439726518,0.831390807,0.944343818,0.86061027,0.904083263,0.792021756,0.859491925,0.427882652,-0.626170696,-0.812988345,-1.308720316,-1.890100431,-1.866548674,-1.909446268,-1.011320381,-0.318506976,0.270934334
BSU01110,rpsG,rpsG,1.809543116,1.938590979,1.8182536,1.176385414,0.943713559,0.61353002,0.069752267,0.49022223,-0.627877914,-0.048149027,-0.39806614,-0.128060748,-0.945799726,-0.972433451,-0.982161144,-0.82631422,-0.83625287,-0.80256821,-0.448456505,-1.476374229,-0.824973824,0.542456334,-0.084959511
BSU01310,rplF,rplF,2.038163444,2.152847399,1.905410768,0.689406341,0.418397583,0.436628934,-0.167372317,-0.274718609,-0.079357327,-0.019585369,-0.085700694,-0.470368444,0.667970779,-0.082055073,-1.226306732,-0.977559924,-1.489680429,-0.824894127,-0.841544741,-1.1743596,-0.678695604,0.178471543,-0.095097799
BSU23980,artP,artP,1.310751814,1.12214851,0.767848923,0.720682684,0.50217458,0.539401195,0.538286895,0.572271285,0.345946982,0.563347744,0.620249346,0.790760195,0.737509892,0.611429522,-0.131726537,-1.096001511,-1.442446129,-2.060806419,-1.876342275,-1.409063592,-1.052804877,-0.314511337,-0.359106888
BSU01030,rplA,rplA,2.388268843,1.720726998,1.815186729,0.94035409,0.037000006,0.051570008,0.182148152,0.048931347,-0.021175741,-0.673804953,0.300243225,0.086158321,0.075254718,0.110828903,-0.804286407,-0.759041848,-1.165498871,-1.542045496,-1.3474119,-1.101342637,-0.531398498,-0.264796201,0.454131213
BSU15920,acpP,acpA,1.412305311,0.643288511,1.12717086,1.601694197,0.832285424,0.645524278,0.890630375,0.415582326,0.994038347,0.916874847,-0.058989877,-0.374007632,-0.543311958,-0.257889088,-0.307224515,-0.500994536,-0.76778466,-1.137389086,-0.654146991,-2.097550459,-1.89249919,-0.840567543,-0.047038941
